,isInner,id1,id2,group1,group2,raw ssdeep,raw ppdeep,raw ppdeep_mod,raw byteBag,raw lzjd,raw bz,raw jump,raw ncd,skeletons ssdeep,skeletons ppdeep,skeletons ppdeep_mod,skeletons byteBag,skeletons lzjd,skeletons bz,skeletons jump,skeletons ncd,fstSecSkel ssdeep,fstSecSkel ppdeep,fstSecSkel ppdeep_mod,fstSecSkel byteBag,fstSecSkel lzjd,fstSecSkel bz,fstSecSkel jump,fstSecSkel ncd,fStat ssdeep,fStat ppdeep,fStat ppdeep_mod,fStat byteBag,fStat lzjd,fStat bz,fStat jump,fStat ncd,fStat0 ssdeep,fStat0 ppdeep,fStat0 ppdeep_mod,fStat0 byteBag,fStat0 lzjd,fStat0 bz,fStat0 jump,fStat0 ncd
0,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,CollateralManagerState - v0.8.4 abi2 o1 runs0,AggregationRouterV3,CollateralManagerState,0.0,0.0,0.0,0.28602129530135784,0.11062906724511931,0.21818181818181814,0.042424242424242475,0.0596906718221363,0.0,0.0,0.0,0.3205058717253839,0.09401709401709402,0.18012422360248448,0.06211180124223603,0.08654708520179372,0.0,0.0,0.0,0.3205058717253839,0.09401709401709402,0.16149068322981364,0.06211180124223603,0.0853548966756514,0.0,0.0,0.0,0.18762088974854932,0.3392857142857143,0.19875776397515532,0.11180124223602483,0.060810810810810814,0.0,0.0,0.0,0.18762088974854932,0.1130820399113082,0.18012422360248448,0.08074534161490687,0.06329113924050633
1,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,CollateralManagerState - v0.8.4 abi2 o1 runs200,AggregationRouterV3,CollateralManagerState,0.0,0.0,0.34545454545454546,0.29594528578407425,0.10822510822510822,0.20606060606060606,0.048484848484848464,0.05679072015466409,0.0,0.0,0.0,0.33014440433212994,0.0847457627118644,0.16770186335403725,0.07453416149068326,0.08609865470852018,0.0,0.0,0.0,0.33014440433212994,0.0870488322717622,0.16149068322981364,0.07453416149068326,0.0853548966756514,0.0,0.0,0.0,0.19500480307396734,0.3274336283185841,0.19875776397515532,0.11180124223602483,0.06981981981981981,0.0,0.0,0.0,0.19500480307396734,0.10583153347732181,0.18012422360248448,0.08074534161490687,0.06118143459915612
2,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,NonfungiblePositionManager - v0.8.4 abi2 o1 runs999999,AggregationRouterV3,NonfungiblePositionManager,0.0,0.0,0.38,0.38725393116013784,0.16099773242630386,0.33692722371967654,0.04312668463611857,0.08124076809453472,0.0,0.0,0.4476190476190476,0.3782269503546099,0.17701149425287357,0.40740740740740744,0.10256410256410253,0.13517755542475965,0.0,0.0,0.45283018867924524,0.3782269503546099,0.1743119266055046,0.41025641025641024,0.10541310541310545,0.13483807654563298,0.0,0.0,0.0,0.387390959555908,0.13024282560706402,0.4301994301994302,0.14245014245014243,0.12213740458015267,0.0,0.0,0.0,0.387390959555908,0.1743119266055046,0.42165242165242167,0.10541310541310545,0.11864406779661017
3,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,UniswapV2Router02 - v0.8.4 abi2 o1 runs999999,AggregationRouterV3,UniswapV2Router02,0.0,0.0,0.3818181818181818,0.5267259963517771,0.18518518518518517,0.377643504531722,0.06042296072507558,0.12737233418117785,0.0,0.0,0.4476190476190476,0.5027503793626708,0.24574209245742093,0.47811447811447816,0.10437710437710435,0.22870124952669443,0.0,0.0,0.45794392523364486,0.5027503793626708,0.24271844660194175,0.4814814814814815,0.10437710437710435,0.22896133434420016,0.0,0.0,0.0,0.48390342052313884,0.20470588235294118,0.45791245791245794,0.14141414141414144,0.16898954703832753,0.0,0.0,0.0,0.48390342052313884,0.22195704057279236,0.47811447811447816,0.09764309764309764,0.16412859560067683
4,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,Synthetix - v0.8.4 abi2 o1 runs0,AggregationRouterV3,Synthetix,0.0,0.0,0.3518518518518519,0.4503489303283377,0.14285714285714285,0.35573122529644263,0.04743083003952564,0.07215464089318446,0.0,0.0,0.6,0.4861777692455366,0.15575620767494355,0.30487804878048785,0.07723577235772361,0.15208333333333332,0.0,0.0,0.5714285714285715,0.4861777692455366,0.15575620767494355,0.30487804878048785,0.07723577235772361,0.1506677796327212,0.0,0.0,0.36170212765957444,0.5161290322580645,0.17701149425287357,0.5121951219512195,0.11382113821138207,0.15203426124197003,0.0,0.0,0.0,0.5161290322580645,0.2278177458033573,0.26016260162601623,0.07723577235772361,0.1376953125
5,True,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,AggregationRouterV3 - v0.8.4 abi2 o1 runs200,AggregationRouterV3,AggregationRouterV3,0.0,0.0,0.5061728395061729,0.6699946987100195,0.28967254408060455,0.8303030303030303,0.012121212121212088,0.50071907957814,0.0,0.0,0.3898305084745763,0.8548654931916306,0.35092348284960423,0.9006211180124224,0.5465838509316769,0.7035874439461883,0.0,0.0,0.39344262295081966,0.8548654931916306,0.3438320209973753,0.8819875776397516,0.5465838509316769,0.7030548068283917,0.61,0.75,0.7459016393442623,0.9567354965585054,0.4341736694677871,0.9565217391304348,0.7639751552795031,0.7727272727272727,0.0,0.0,0.6533333333333334,0.9567354965585054,0.391304347826087,0.9130434782608696,0.5527950310559007,0.6128691983122363
6,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,UniswapV2Router02 - v0.8.4 abi2 o1 runs200,AggregationRouterV3,UniswapV2Router02,0.0,0.0,0.33333333333333326,0.4392857142857143,0.17162471395881007,0.4897959183673469,0.05782312925170063,0.10564627188668109,0.0,0.0,0.45714285714285713,0.4773124712379199,0.18244803695150116,0.4675767918088737,0.10238907849829348,0.19382762514113663,0.0,0.0,0.4672897196261683,0.4773124712379199,0.18244803695150116,0.4675767918088737,0.10238907849829348,0.193293142426526,0.0,0.0,0.0,0.491317671092952,0.1689497716894977,0.4675767918088737,0.13651877133105805,0.16610169491525423,0.0,0.0,0.0,0.491317671092952,0.19626168224299065,0.4778156996587031,0.0989761092150171,0.1552013422818792
7,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,BinaryOptionMarketManager - v0.8.4 abi2 o1 runs999999,AggregationRouterV3,BinaryOptionMarketManager,0.0,0.0,0.38888888888888884,0.7016045929633447,0.20187793427230047,0.4372093023255814,0.06046511627906981,0.12166448964359022,0.0,0.0,0.45714285714285713,0.7119647528569462,0.29620253164556964,0.4292452830188679,0.10849056603773588,0.2531700918233494,0.0,0.0,0.45794392523364486,0.7119647528569462,0.29292929292929293,0.4339622641509434,0.10849056603773588,0.25317564607971965,0.0,0.0,0.4146341463414634,0.6876899696048632,0.25183374083129584,0.5566037735849056,0.15094339622641506,0.19369369369369369,0.0,0.0,0.4942528735632184,0.6876899696048632,0.3128205128205128,0.4056603773584906,0.11792452830188682,0.18670886075949367
8,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,CollateralManager - v0.8.4 abi2 o1 runs999999,AggregationRouterV3,CollateralManager,0.0,0.0,0.3921568627450981,0.6106376161486703,0.18244803695150116,0.4183006535947712,0.0490196078431373,0.09635599159074983,0.0,0.0,0.45714285714285713,0.564514378730331,0.19626168224299065,0.4013157894736842,0.08223684210526316,0.18800461361014995,0.0,0.0,0.45794392523364486,0.564514378730331,0.19626168224299065,0.4046052631578947,0.08552631578947367,0.1878367975365666,0.0,0.0,0.0,0.5499081445192896,0.18244803695150116,0.45723684210526316,0.14144736842105265,0.16260162601626016,0.0,0.0,0.33333333333333326,0.5499081445192896,0.2397094430992736,0.4013157894736842,0.09539473684210531,0.14537037037037037
9,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,CollateralManager - v0.8.4 abi2 o1 runs200,AggregationRouterV3,CollateralManager,0.0,0.0,0.3448275862068965,0.4775012260912212,0.14541387024608501,0.4155844155844156,0.051948051948051965,0.08031133911197594,0.0,0.0,0.4666666666666666,0.5168274163759491,0.16363636363636364,0.4093959731543624,0.08053691275167785,0.16127790608160122,0.0,0.0,0.4672897196261683,0.5168274163759491,0.16363636363636364,0.4161073825503355,0.08389261744966447,0.16107899807321774,0.0,0.0,0.0,0.5348421679571174,0.14541387024608501,0.4664429530201343,0.13758389261744963,0.15810276679841898,0.0,0.0,0.3921568627450981,0.5348421679571174,0.2132701421800948,0.412751677852349,0.09060402684563762,0.13901760889712697
