raw ncd,3.714538148140041
skeletons ncd,1.9214656073838383
fstSecSkel ncd,1.9179452016220544
fStat0 ncd,1.6955187741470157
fStat ncd,1.5793954028046608
fstSecSkel jump,1.4619260330961295
skeletons jump,1.46117707806921
raw lzjd,1.3796714518135929
fStat byteBag,1.379479735669241
fStat0 byteBag,1.379479735669241
fStat0 jump,1.3619667094963617
fStat0 lzjd,1.343925158644326
fStat jump,1.2006993053961599
fStat0 ppdeep_mod,1.0693964798548183
raw ppdeep_mod,1.0568697237655664
fStat ppdeep_mod,1.0234221103811076
raw byteBag,0.9856191491897119
fStat bz,0.9144879614571576
raw bz,0.9126745876872872
skeletons byteBag,0.8897424791451856
fstSecSkel byteBag,0.8897424791451856
skeletons bz,0.8801097290765002
fStat0 bz,0.8412297460690688
skeletons lzjd,0.8238832166001607
skeletons ppdeep,0.8198757763975156
fstSecSkel ppdeep,0.8176100628930819
fstSecSkel lzjd,0.8062388388471924
skeletons ppdeep_mod,0.8010785389960233
fstSecSkel ppdeep_mod,0.7983446777393198
fstSecSkel bz,0.7941126122871375
skeletons ssdeep,0.6056338028169014
fstSecSkel ssdeep,0.5428571428571429
fStat lzjd,0.41364305919510475
raw jump,0.30342485646401113
raw ssdeep,0
raw ppdeep,0
fStat ssdeep,0
fStat ppdeep,0
fStat0 ssdeep,0
fStat0 ppdeep,0
