skeletons jump,4.228279585213464
fstSecSkel jump,4.222188336186426
raw ncd,4.130582987812057
skeletons ncd,3.854906894362355
fstSecSkel ncd,3.8407206248773678
fStat0 jump,3.7509350710186204
fStat jump,3.4497136910954067
fStat0 ncd,3.1290039065122217
fStat0 bz,3.125641438988979
skeletons bz,2.8835626944571002
raw bz,2.7695050772729326
fStat ncd,2.4933030499070266
fstSecSkel bz,2.4490827632178127
raw lzjd,2.386287281590325
fStat bz,2.230967740494179
fStat byteBag,2.04943509639258
fStat0 byteBag,2.04943509639258
fstSecSkel lzjd,1.9726431151147825
skeletons lzjd,1.913338060938557
fStat0 lzjd,1.8694539686053075
raw byteBag,1.7468123724070872
skeletons byteBag,1.724862381351607
fstSecSkel byteBag,1.724862381351607
fstSecSkel ppdeep_mod,1.4450867052023122
skeletons ppdeep_mod,1.4367834046674375
raw ppdeep_mod,1.2996951411135567
fStat lzjd,1.282661166631285
fStat0 ppdeep_mod,1.2528578377523054
fStat ppdeep_mod,1.2358271806477945
skeletons ssdeep,1.0
skeletons ppdeep,1.0
fstSecSkel ssdeep,1.0
fstSecSkel ppdeep,1.0
fStat ssdeep,1.0
fStat ppdeep,1.0
raw jump,0.6721664753345856
raw ssdeep,0
raw ppdeep,0
fStat0 ssdeep,0
fStat0 ppdeep,0
