,isInner,raw ssdeep,raw ppdeep,raw ppdeep_mod,raw byteBag,raw lzjd,raw bz,raw jump,raw ncd,skeletons ssdeep,skeletons ppdeep,skeletons ppdeep_mod,skeletons byteBag,skeletons lzjd,skeletons bz,skeletons jump,skeletons ncd,fstSecSkel ssdeep,fstSecSkel ppdeep,fstSecSkel ppdeep_mod,fstSecSkel byteBag,fstSecSkel lzjd,fstSecSkel bz,fstSecSkel jump,fstSecSkel ncd,fStat ssdeep,fStat ppdeep,fStat ppdeep_mod,fStat byteBag,fStat lzjd,fStat bz,fStat jump,fStat ncd,fStat0 ssdeep,fStat0 ppdeep,fStat0 ppdeep_mod,fStat0 byteBag,fStat0 lzjd,fStat0 bz,fStat0 jump,fStat0 ncd
fstSecSkel byteBag,0.35741394886253647,0.05293416410438084,0.05293286972505513,0.6536272570186751,0.8796384433910603,0.7865585906805903,0.7257037935506219,0.0974073673595052,0.5058389582814303,0.19857441797051126,0.19966575530491107,0.5945933511058796,1.0,0.7673360328656496,0.7052375061935025,0.4751609827911797,0.5601263001044168,0.19909257632965457,0.2002877625934792,0.5967654277355778,1.0,0.7680400705722786,0.7012361666660024,0.4753808771657802,0.560640775244281,0.2230815843363552,0.22309107205454298,0.6974278410562258,0.8418238409152415,0.1515143291042536,0.684156180086399,0.5268734654920811,0.5809330344814571,0.15113457185078683,0.15114956004672292,0.5209493558058953,0.8418238409152415,0.764177972039807,0.6868724794966002,0.4948080851734482,0.6083923594983265
fstSecSkel lzjd,0.36351021363005404,0.053338142950411824,0.05333674554556081,0.6334435631469428,0.7537997498461164,0.8129998995773575,0.6585082084531245,0.0708425553703143,0.5925225040299673,0.22110780014560846,0.2217808669022649,0.5848715982696627,0.7680400705722786,0.9920178419323864,0.6455774977686907,0.5006644032890603,0.6842499307400804,0.22145857689999998,0.22213121795657767,0.5849399577152197,0.7680400705722786,1.0,0.6399979487900245,0.500964074981374,0.6847208509209506,0.22860862152844075,0.2285249845647165,0.6416415084294929,0.7283140367169278,0.2191661936959458,0.611684101889206,0.5596038354782523,0.6580858182935947,0.16655635902875976,0.16656085458516212,0.5421307310706222,0.7283140367169278,0.7459228804577909,0.6312909520308153,0.5153048025721978,0.700700431320617
fstSecSkel bz,0.3700455683755646,0.0529528450057944,0.052951769044574715,0.6014616772367374,0.6637093491435628,0.6458984887757577,0.8102173161490336,0.12032332975199954,0.42992960899986515,0.17198377887770147,0.17216113111941259,0.5097818564300294,0.7012361666660024,0.6401001300676649,0.963488076396111,0.5220758878691257,0.49031523407017596,0.17251840040867505,0.17280788451509574,0.5110229931507151,0.7012361666660024,0.6399979487900245,1.0,0.5221258453083745,0.49110254776850787,0.22566246142906643,0.22559878612900092,0.6286181839053462,0.7431166063696301,0.13651056902951456,0.8448164176869196,0.5776842446975972,0.5516906437304371,0.1492736949575839,0.149270377553994,0.46710203390532673,0.7431166063696301,0.6682029195203524,0.9231308797073596,0.5371646747935529,0.5606290560293554
fstSecSkel jump,0.3886564705209406,0.05299603332696569,0.05299480043645926,0.42724645233634306,0.45294158915882093,0.49105752707140343,0.5042843002873437,0.0913936451700996,0.4517982922281534,0.2703896320068526,0.26958295232133556,0.4232542755836396,0.4753808771657802,0.5008238678662287,0.5308089969379768,0.9879070262232904,0.44482211576692293,0.26941797224884945,0.26874160350114157,0.4232248259826011,0.4753808771657802,0.500964074981374,0.5221258453083745,1.0,0.4451503765385049,0.22517389183576075,0.22510259187110454,0.4214405644046729,0.47098729386247606,0.28641212654547815,0.4683699263776877,0.8044129195680976,0.41833670191494,0.15346932577509156,0.1534619282344266,0.4218514478745215,0.47098729386247606,0.47089522811967816,0.509744925192025,0.8735766176146548,0.44443598119702615
fstSecSkel ncd,0.4037460272265496,0.052914228738578255,0.052911184727106556,0.5253358125838548,0.5472031471144617,0.6569809135008753,0.5259806187470272,0.049579944854804416,0.7682260000339411,0.22111488010741123,0.22121237973138314,0.4425863011818721,0.560640775244281,0.6851151475021626,0.4973061240363544,0.4450243062863554,0.9923383269639968,0.22049841777678866,0.22064285293964742,0.43961804908570373,0.560640775244281,0.6847208509209506,0.49110254776850787,0.4451503765385049,1.0,0.22718600765766997,0.22704042002820304,0.5039171580201166,0.5630691882482372,0.3434580017759154,0.45523486596772733,0.4898290011803267,0.7609522233588103,0.17499153672587883,0.17497215710379282,0.5346209965869835,0.5630691882482372,0.6149182482745128,0.48715434019991694,0.4513302736552407,0.8211384378211691
fStat ssdeep,0.5036651937091605,0.22809270967132184,0.2280875317833087,0.20840026898833275,0.20045042258686752,0.22848000022423015,0.22137396988786867,-0.013921798960349757,0.22732545821134725,0.32437073407200734,0.32473106122675377,0.2339716603072822,0.2230815843363552,0.2286762245169772,0.22504919985574168,0.22510482451164268,0.22720635557505273,0.32535013457621925,0.3260382642390655,0.23456837401693392,0.2230815843363552,0.22860862152844075,0.22566246142906643,0.22517389183576075,0.22718600765766997,1.0,0.9978223112183989,0.24552761791411312,0.22794072001123153,0.22065230057652496,0.22537910449956955,0.22767247015542136,0.22951034935505293,0.5379323190542854,0.5379811623852624,0.2880780943480143,0.22794072001123153,0.22596653840496642,0.2261453328189117,0.22596660115779152,0.22717748975835106
fStat ppdeep,0.5037302583653692,0.22774807214290477,0.22774289875867765,0.20825314325492103,0.2005086203902118,0.22839922465292445,0.22131168499809625,-0.013980356653522668,0.22710364373274164,0.3239599223246128,0.3243894313936151,0.233815823555655,0.22309107205454298,0.22859235892897592,0.2249836162188695,0.2250331789259134,0.2270614301487218,0.32492849904002785,0.3256630942383779,0.23438654295547617,0.22309107205454298,0.2285249845647165,0.22559878612900092,0.22510259187110454,0.22704042002820304,0.9978223112183989,1.0,0.24586955387308704,0.22786538355537778,0.22034135967816681,0.22523786826704212,0.22745370383137992,0.2292445731547078,0.5368229452499109,0.5368437078036613,0.28779563123336643,0.22786538355537778,0.225708797156195,0.2260813620422266,0.2258866016637082,0.22708733642541648
fStat ppdeep_mod,0.3807373048322734,0.05968747486976261,0.05968611113084854,0.6406603402698913,0.6754273854990251,0.6524656775172148,0.6219555640508528,-0.0035682473737647957,0.4398633784364967,0.18837225762594653,0.18916324837431184,0.5521710675750848,0.6974278410562258,0.641304936218859,0.6321531517007741,0.4222277285617158,0.5032151798748282,0.18938682069630564,0.19012420577254077,0.5531451828382234,0.6974278410562258,0.6416415084294929,0.6286181839053462,0.4214405644046729,0.5039171580201166,0.24552761791411312,0.24586955387308704,1.0,0.7068732945582125,0.11093746075344468,0.6359111278782004,0.46630120770634503,0.5524290351388875,0.18469862975164594,0.18473011985262,0.5731375090890233,0.7068732945582125,0.6778366203874042,0.6185852934537841,0.4329115280314292,0.566413812745334
fStat byteBag,0.4060885744100079,0.052782295782778314,0.052781097238067724,0.6432076107344576,0.7948161887452292,0.7641929871484833,0.7539321250026904,0.10595188609450432,0.5089519682069324,0.18019994382891663,0.1809557332018176,0.5548161662845378,0.8418238409152415,0.7278566292314012,0.7467925346253045,0.4706591207591421,0.5624888457068137,0.1803770417702918,0.1812426419127604,0.5556951994643036,0.8418238409152415,0.7283140367169278,0.7431166063696301,0.47098729386247606,0.5630691882482372,0.22794072001123153,0.22786538355537778,0.7068732945582125,1.0,0.16170111054178937,0.7443050619927439,0.5296979217535461,0.6195284557689507,0.14197383599828747,0.14196433162281336,0.5312124567447805,0.9999999999999999,0.781071196377795,0.7274199247532183,0.49308376100510715,0.6310415120239817
fStat lzjd,0.3125842120322756,0.05295032283612282,0.052949121476315496,0.13159751016707766,0.11703365498381278,0.21780846101135082,0.1933750644822405,-0.06363500542828988,0.39996625485587567,0.2359601926166841,0.23544907006441354,0.16985295696467034,0.1515143291042536,0.22079451461104835,0.1427069565792986,0.28641078130604025,0.34362289819285596,0.2361138793194822,0.23580572427162674,0.16598592343585344,0.1515143291042536,0.2191661936959458,0.13651056902951456,0.28641212654547815,0.3434580017759154,0.22065230057652496,0.22034135967816681,0.11093746075344468,0.16170111054178937,1.0,0.08972641740729079,0.30442193946472257,0.31260857653614027,0.15736804615558847,0.15737750423313113,0.2682018746827838,0.16170111054178937,0.26819987879619395,0.1344798935030766,0.2923692667198741,0.3042203270467407
fStat bz,0.362241670557573,0.052870478599368706,0.0528694037864472,0.585071126573372,0.6454919681416468,0.6151598932016791,0.7456733092558453,0.10003535415944072,0.38133030455198813,0.1412831349230193,0.1414633303078745,0.48161410552825096,0.684156180086399,0.6117378811741823,0.83796918069666,0.4681906579710306,0.45455018840317596,0.14207447151430852,0.14239590271855498,0.48328300739905466,0.684156180086399,0.611684101889206,0.8448164176869196,0.4683699263776877,0.45523486596772733,0.22537910449956955,0.22523786826704212,0.6359111278782004,0.7443050619927439,0.08972641740729079,1.0,0.5272633028002481,0.5265682788943798,0.1461902932530133,0.1462229144373606,0.4328700650516775,0.7443050619927439,0.6415424404168839,0.8323994319499544,0.48656490207781783,0.5299558151429188
fStat jump,0.3963675443801547,0.05286737117460428,0.05286617134285817,0.4701319275816934,0.4955281092029107,0.5442026581705772,0.5574629248267757,0.09250154317986249,0.4773355948266022,0.25365052895937623,0.2529187389866525,0.47047278282392146,0.5268734654920811,0.5597664831259983,0.586475648914935,0.8044225510058094,0.4896685630797136,0.25313137960818544,0.2525621826150981,0.4698735944952046,0.5268734654920811,0.5596038354782523,0.5776842446975972,0.8044129195680976,0.4898290011803267,0.22767247015542136,0.22745370383137992,0.46630120770634503,0.5296979217535461,0.30442193946472257,0.5272633028002481,1.0,0.47426794662623667,0.15700736465146461,0.1570287955949845,0.45243913890654724,0.5296979217535461,0.5300689835276008,0.5629841938073852,0.8330075201848203,0.4937664190654607
