,isInner,id1,id2,group1,group2,fourbytes,ppdeep,byteBagJaccard,lzjd1,size
46,False,UniswapV2Router02 - 0.5.16.hex,NonfungiblePositionManager - 0.5.16.hex,UniswapV2Router02,NonfungiblePositionManager,0.01639344262295082,36.231884057971016,0.6181776661338205,0.14541387024608501,0.7088393258724237
47,False,UniswapV2Router02 - 0.5.16.hex,NonfungiblePositionManager - 0.8.4.hex,UniswapV2Router02,NonfungiblePositionManager,0.01639344262295082,35.71428571428571,0.5956919810694856,0.14477361654555618,0.6735042735042736
48,False,UniswapV2Router02 - 0.8.4.hex,BinaryOptionMarketManager - 0.8.4.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,48.69565217391305,0.7412675310928817,0.31873792659368966,0.7443070917371503
49,False,UniswapV2Router02 - 0.8.4.hex,BinaryOptionMarketManager - 0.7.6.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,50.86206896551724,0.5663358579263515,0.1623155505107832,0.5936376399684964
50,False,UniswapV2Router02 - 0.8.4.hex,BinaryOptionMarketManager - 0.6.12.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,50.86206896551724,0.5664381325497878,0.1583710407239819,0.5936718830257165
51,False,UniswapV2Router02 - 0.8.4.hex,BinaryOptionMarketManager - 0.5.16.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,50.0,0.56429455042646,0.1583710407239819,0.6074718350854365
52,False,UniswapV2Router02 - 0.7.6.hex,BinaryOptionMarketManager - 0.8.4.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,46.08695652173913,0.615925205496643,0.17904432930339667,0.8350044178095348
53,False,UniswapV2Router02 - 0.7.6.hex,BinaryOptionMarketManager - 0.7.6.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,50.0,0.622808840850828,0.2970234325522483,0.6659751834351351
54,False,UniswapV2Router02 - 0.7.6.hex,BinaryOptionMarketManager - 0.6.12.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,50.0,0.622808840850828,0.2872407291011942,0.6660135991702201
55,False,UniswapV2Router02 - 0.7.6.hex,BinaryOptionMarketManager - 0.5.16.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,48.275862068965516,0.6249653643668607,0.284012539184953,0.6814951404095118
56,False,UniswapV2Router02 - 0.6.12.hex,BinaryOptionMarketManager - 0.8.4.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,46.95652173913044,0.615925205496643,0.17498565691336776,0.8349402681212308
57,False,UniswapV2Router02 - 0.6.12.hex,BinaryOptionMarketManager - 0.7.6.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,50.0,0.622808840850828,0.29538266919671097,0.6659240195136942
58,False,UniswapV2Router02 - 0.6.12.hex,BinaryOptionMarketManager - 0.6.12.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,50.0,0.622808840850828,0.28562460765850595,0.6659624322974685
59,False,UniswapV2Router02 - 0.6.12.hex,BinaryOptionMarketManager - 0.5.16.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,48.275862068965516,0.6249653643668607,0.28562460765850595,0.681442784158568
60,False,UniswapV2Router02 - 0.5.16.hex,BinaryOptionMarketManager - 0.8.4.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,49.56521739130435,0.6048721071863581,0.1756601607347876,0.8112869513287548
