,isInner,raw ncd,raw lzjd32,raw lzjd64,raw lzjd128,raw lzjd256,raw lzjd512,raw lzjd1K,skel ncd,skel lzjd32,skel lzjd64,skel lzjd128,skel lzjd256,skel lzjd512,skel lzjd1K,fStat ncd,fStat lzjd32,fStat lzjd64,fStat lzjd128,fStat lzjd256,fStat lzjd512,fStat lzjd1K,fStat0 ncd,fStat0 lzjd32,fStat0 lzjd64,fStat0 lzjd128,fStat0 lzjd256,fStat0 lzjd512,fStat0 lzjd1K
skel lzjd64,0.38229598808031423,0.5829462453386481,0.5722536267050234,0.6926280347971823,0.761458094159811,0.8054916501599831,0.7996129790050102,0.7762936090487903,0.6626085814492862,0.7818734943346931,1.0,0.871481880008786,0.8480953053244367,0.8394064499814508,0.6687888130893798,0.6946391628604481,0.7328895649169901,0.7453296736464927,0.6611847951897035,0.12876378730618984,-0.2714703756668922,-0.32707221206004367,0.7319510402622105,0.7490304057193782,0.7871538346188782,0.7897159014453822,0.8098297847567562,0.6773456151914159,-0.011276755195512946
skel lzjd128,0.3725851325807745,0.5777060910299221,0.5519464399430012,0.6873460772039113,0.7519808161237851,0.8032365293389189,0.7905509976803569,0.7750831042272203,0.6641274126022376,0.7312736502740989,0.871481880008786,1.0,0.8890094866810672,0.8511290007843805,0.6723628381591691,0.691253631444844,0.7271412317912884,0.7474568728762327,0.6628731769486423,0.12586625261750575,-0.23833569664596777,-0.2843100264389364,0.7322132495182494,0.7585883676857896,0.8133568726342459,0.8071500477879956,0.8027267952986641,0.6689739931228613,-0.013187884239835697
skel lzjd256,0.3755225965831673,0.5957540323999425,0.5770323287166887,0.7116644249459436,0.7778247974558864,0.8336285176549566,0.8336768665576079,0.8020320068296296,0.6762894098269108,0.7477501796421737,0.8480953053244367,0.8890094866810672,1.0,0.91308416293277,0.712688356115753,0.6824299656655213,0.7300635487736028,0.7684105204142636,0.6929071548861776,0.1578800113058213,-0.24037938713965545,-0.28852112491363974,0.7268026075890426,0.776475079044593,0.8219983987407996,0.8287415722888007,0.8408232863725219,0.7058381254357624,-0.0010483190067308047
skel lzjd512,0.37618593283937424,0.6145312687402432,0.6049871943650399,0.7384366716072507,0.7970719838290452,0.8520262956483041,0.8650578188782032,0.833215702648752,0.6901072490003812,0.7593383830242745,0.8394064499814508,0.8511290007843805,0.91308416293277,1.0,0.7537323785837257,0.6867495291757303,0.7385571789400204,0.7738206501932509,0.7150409306353592,0.1927464697212026,-0.23953607991462256,-0.30867903336405544,0.734973493555579,0.7867840929316836,0.8383636546087851,0.8541560514183404,0.8703316277169247,0.7376169875536989,0.019208985036673593
skel lzjd1K,0.3716176849682372,0.7148383542089249,0.6520448309715322,0.6814720035257424,0.6518584021788064,0.6859190875672523,0.7340665873208458,0.7939173227925694,0.7445031218240116,0.6536254502146845,0.6687888130893798,0.6723628381591691,0.712688356115753,0.7537323785837257,1.0,0.6831187921250321,0.6179892435204658,0.6559907979875551,0.7597542564009897,0.390534293606088,-0.08136741866761646,-0.17763943169896862,0.7118094620453803,0.6476052876355021,0.6769018524591001,0.671913817850433,0.721542918012551,0.8603118524201968,0.21123203756591524
fStat ncd,0.37757314313299845,0.7093165127478998,0.5608647104086101,0.606025131779368,0.6376362771164525,0.6534197486150612,0.6780857346487041,0.7476975493514707,0.8267010682141559,0.6273605711301435,0.6946391628604481,0.691253631444844,0.6824299656655213,0.6867495291757303,0.6831187921250321,1.0,0.703855364376244,0.7221427428463129,0.6883360973243727,0.23149948718740332,-0.12070306295673855,-0.20413735180178183,0.8925475956208212,0.6586274125015505,0.6609921255653525,0.651294359284208,0.7089728650618323,0.6793268076155498,0.1324078158908921
fStat lzjd32,0.38938224919017167,0.5525565756567671,0.5268921053564849,0.6225503605387432,0.6915582297618662,0.705816323916213,0.7004238593903448,0.7182377260658647,0.6485367417270438,0.6432646807037113,0.7328895649169901,0.7271412317912884,0.7300635487736028,0.7385571789400204,0.6179892435204658,0.703855364376244,1.0,0.8565828700471434,0.7169512517085586,0.15744171494665152,-0.22414681607894082,-0.26114908710617357,0.7164622514795139,0.7317694174640537,0.7297371971332177,0.7498961574476924,0.774253262621047,0.6624345629275447,-0.02585192042942778
fStat lzjd64,0.3826413710734585,0.5931549457045535,0.5643896979774657,0.6540780766472974,0.705548521026468,0.7303730069208998,0.7379864199740056,0.7547961775746612,0.6853995264223939,0.6791980113618915,0.7453296736464927,0.7474568728762327,0.7684105204142636,0.7738206501932509,0.6559907979875551,0.7221427428463129,0.8565828700471434,1.0,0.7685472272591866,0.19378160810320733,-0.20405266420275664,-0.2521092557687691,0.742237634304814,0.7299981632526708,0.740689460206864,0.7557263450852759,0.7963596563875674,0.692454942533291,0.005303435517234964
fStat lzjd128,0.3732614242675094,0.6755981399690826,0.6314887124524609,0.688294058028667,0.6624183617104606,0.6864607092411795,0.7152798373406541,0.7589108364111777,0.7042807643189669,0.6445133263516034,0.6611847951897035,0.6628731769486423,0.6929071548861776,0.7150409306353592,0.7597542564009897,0.6883360973243727,0.7169512517085586,0.7685472272591866,1.0,0.36975845921785094,-0.08061804761486019,-0.14735323037910905,0.7117260138217263,0.6726928276150848,0.6778787513464055,0.6829747165309926,0.7302807939630002,0.7791318596527512,0.12690696950281083
fStat lzjd256,0.3505671339657289,0.3728517890678294,0.2932526738804558,0.21888547017721613,0.15861840817217573,0.17534981661270696,0.21128299248129112,0.252319737229587,0.31120744774274983,0.13593011153837845,0.12876378730618984,0.12586625261750575,0.1578800113058213,0.1927464697212026,0.390534293606088,0.23149948718740332,0.15744171494665152,0.19378160810320733,0.36975845921785094,1.0,0.41252303050219086,0.28456546174438685,0.22671598500813436,0.15292650430800014,0.15821745662457773,0.15811064674773528,0.19721743309779596,0.38059985658567447,0.6151235334287276
fStat lzjd512,0.22939291329127443,0.015015665574704112,-0.0636499351638835,-0.16377930483870798,-0.22746546906743642,-0.23896007725339813,-0.21193322054898472,-0.18341861978533316,-0.0510471570520813,-0.28093857954543877,-0.2714703756668922,-0.23833569664596777,-0.24037938713965545,-0.23953607991462256,-0.08136741866761646,-0.12070306295673855,-0.22414681607894082,-0.20405266420275664,-0.08061804761486019,0.41252303050219086,1.0,0.8529510343110878,-0.1303969307000726,-0.2290779135139983,-0.2490655705728238,-0.27034602994798773,-0.2580477490736665,-0.10875809925505289,0.4507997948777369
fStat lzjd1K,0.20113128211306286,-0.07670553986437724,-0.15697218981355804,-0.2325582383363952,-0.2936164592768971,-0.30299604726785645,-0.28484534266908595,-0.2644539970674609,-0.1501020923558237,-0.3423598180868298,-0.32707221206004367,-0.2843100264389364,-0.28852112491363974,-0.30867903336405544,-0.17763943169896862,-0.20413735180178183,-0.26114908710617357,-0.2521092557687691,-0.14735323037910905,0.28456546174438685,0.8529510343110878,1.0,-0.215576757009168,-0.27080241360096413,-0.29344279091951103,-0.3110063715814351,-0.31570181624692095,-0.19061223968402444,0.3103174922010455
fStat0 ncd,0.37749317814434896,0.7386755277717995,0.5838268604039281,0.6405436706919302,0.6752049587001918,0.6994668513141289,0.7333740269085246,0.7926826178659265,0.8641293984625734,0.6705109314213694,0.7319510402622105,0.7322132495182494,0.7268026075890426,0.734973493555579,0.7118094620453803,0.8925475956208212,0.7164622514795139,0.742237634304814,0.7117260138217263,0.22671598500813436,-0.1303969307000726,-0.215576757009168,1.0,0.6874248725193869,0.7008110222433429,0.6881681417479367,0.7445029694391372,0.7021129985423136,0.1381630396868074
fStat0 lzjd32,0.3637241436688506,0.5515627630094503,0.5559942461406088,0.6665013378188245,0.7320331107014136,0.7601895659821476,0.7656032342652743,0.7574601266367968,0.6281868904793398,0.6716475939398164,0.7490304057193782,0.7585883676857896,0.776475079044593,0.7867840929316836,0.6476052876355021,0.6586274125015505,0.7317694174640537,0.7299981632526708,0.6726928276150848,0.15292650430800014,-0.2290779135139983,-0.27080241360096413,0.6874248725193869,1.0,0.8648901117065835,0.8412884035999193,0.8146360836131956,0.6811668930295074,-0.029847337388522657
fStat0 lzjd64,0.35678906446440445,0.5724009736675513,0.5629088309622466,0.6826008787296141,0.7441648676480019,0.8016298990658484,0.7998024364786694,0.7836968393773873,0.6435200402439933,0.7100790399479072,0.7871538346188782,0.8133568726342459,0.8219983987407996,0.8383636546087851,0.6769018524591001,0.6609921255653525,0.7297371971332177,0.740689460206864,0.6778787513464055,0.15821745662457773,-0.2490655705728238,-0.29344279091951103,0.7008110222433429,0.8648901117065835,1.0,0.896011379175165,0.8509460241096266,0.712956022293011,-0.005990184284400467
fStat0 lzjd128,0.37098155366993857,0.5600142087169231,0.5441828874605897,0.6796446393872382,0.7531410727205137,0.8065299542209653,0.7984879510230027,0.7657746816374732,0.6331697095891953,0.7261015357159255,0.7897159014453822,0.8071500477879956,0.8287415722888007,0.8541560514183404,0.671913817850433,0.651294359284208,0.7498961574476924,0.7557263450852759,0.6829747165309926,0.15811064674773528,-0.27034602994798773,-0.3110063715814351,0.6881681417479367,0.8412884035999193,0.896011379175165,1.0,0.8876547757663809,0.7079395372818877,-0.017340383294335418
fStat0 lzjd256,0.3732763118568533,0.60590539058332,0.5760819654363194,0.7035156901050147,0.7663376787843833,0.8145506134730867,0.8284772993921521,0.8184536994677368,0.6854777663757033,0.7482946289609489,0.8098297847567562,0.8027267952986641,0.8408232863725219,0.8703316277169247,0.721542918012551,0.7089728650618323,0.774253262621047,0.7963596563875674,0.7302807939630002,0.19721743309779596,-0.2580477490736665,-0.31570181624692095,0.7445029694391372,0.8146360836131956,0.8509460241096266,0.8876547757663809,1.0,0.7745363316692314,0.04289814702371183
fStat0 lzjd512,0.37153813013340964,0.6786530680310104,0.6118693403865055,0.6653962764657534,0.6492770625373233,0.6824662514206978,0.7169613911501085,0.7708926082285801,0.7117499812120245,0.6596468367581702,0.6773456151914159,0.6689739931228613,0.7058381254357624,0.7376169875536989,0.8603118524201968,0.6793268076155498,0.6624345629275447,0.692454942533291,0.7791318596527512,0.38059985658567447,-0.10875809925505289,-0.19061223968402444,0.7021129985423136,0.6811668930295074,0.712956022293011,0.7079395372818877,0.7745363316692314,1.0,0.21482998210141496
fStat0 lzjd1K,0.21840976212651103,0.2650184595470952,0.09056219663510055,-0.0026423519294375888,-0.036107513210825976,-0.015795117946812164,0.034555856870596285,0.08732785282236868,0.22249549218640108,0.005560384737945455,-0.011276755195512946,-0.013187884239835697,-0.0010483190067308047,0.019208985036673593,0.21123203756591524,0.1324078158908921,-0.02585192042942778,0.005303435517234964,0.12690696950281083,0.6151235334287276,0.4507997948777369,0.3103174922010455,0.1381630396868074,-0.029847337388522657,-0.005990184284400467,-0.017340383294335418,0.04289814702371183,0.21482998210141496,1.0
