,isInner,raw ncd,raw lzjd32,raw lzjd64,raw lzjd128,raw lzjd256,raw lzjd512,raw lzjd1K,skel ncd,skel lzjd32,skel lzjd64,skel lzjd128,skel lzjd256,skel lzjd512,skel lzjd1K,fStat ncd,fStat lzjd32,fStat lzjd64,fStat lzjd128,fStat lzjd256,fStat lzjd512,fStat lzjd1K,fStat0 ncd,fStat0 lzjd32,fStat0 lzjd64,fStat0 lzjd128,fStat0 lzjd256,fStat0 lzjd512,fStat0 lzjd1K
fStat ncd,0.29659222484677394,0.712269875261638,0.5980091038540366,0.6638406481085068,0.7058255324058029,0.6901082161724149,0.6978146339818637,0.6481832655832698,0.7757701371537723,0.6453489247921209,0.6851372804988671,0.6738451213906865,0.6791333386433582,0.6650010962954813,0.573948969884224,1.0,0.7245676904948407,0.7205917867381735,0.6003709521693168,0.24973089922118022,-0.14824070470537684,-0.24423013938909635,0.8802065534852451,0.5696927022599239,0.6259674458259682,0.6334080953598316,0.6250547225547092,0.604579101394388,0.07935278452661894
fStat lzjd32,0.26243612555586804,0.6260511883104134,0.5720247173905206,0.6379105113432433,0.6731992230704356,0.6637384916256756,0.6801182065174362,0.6552677215195474,0.6976968865160286,0.6346284186472646,0.6729533158643521,0.6696096840205802,0.6784244244647741,0.6750403008093425,0.5818667646504956,0.7245676904948407,1.0,0.8392017716276934,0.657146588395576,0.2524779576000154,-0.1315515197681539,-0.210562262621212,0.7289104487887689,0.5866530940295187,0.6337826402229384,0.6089480767918343,0.6237129663414709,0.6064277685863331,0.04467842455528962
fStat lzjd64,0.2616731570470189,0.6211899977411747,0.5730886817018418,0.6542697723349109,0.7026646760089019,0.7051193368739739,0.7334037006683569,0.7301529634101023,0.7005130554196892,0.6711223528741622,0.7062060910940768,0.7007742823546116,0.7338990451668452,0.754009056909205,0.6435945295986814,0.7205917867381735,0.8392017716276934,1.0,0.7235211675933292,0.2983616467483654,-0.09987009710828919,-0.18925093084699215,0.7262092435021921,0.6107297561932705,0.6670730909053884,0.6472125058508924,0.6892663289821114,0.6701277398523802,0.05246069209336349
fStat lzjd128,0.24318655312714968,0.5707031509683118,0.4892077558282757,0.5699573808063099,0.5360170613999731,0.5596105939778528,0.5984278464530689,0.7538470697301136,0.599130628676922,0.6116079160435413,0.5655168838374968,0.5596061205674588,0.5831754610424487,0.6622379432318178,0.786318078751544,0.6003709521693168,0.657146588395576,0.7235211675933292,1.0,0.5422456524020106,0.028113145076301197,-0.09190845565092311,0.5942365183504269,0.5171393196071402,0.5618836246398725,0.5315694431715662,0.6220707619110433,0.78426525558963,0.2527251983316177
fStat lzjd256,0.18979169533744392,0.2984192290554454,0.20574743464372885,0.21891810162781714,0.13967046166910846,0.16879944617050316,0.21171008058951768,0.3727851445985523,0.26567325532137975,0.2677663215492414,0.18336513292539616,0.17477385126014117,0.1926105247104867,0.27772505322770497,0.5133604539470802,0.24973089922118022,0.2524779576000154,0.2983616467483654,0.5422456524020106,1.0,0.43029688607372985,0.2824616508618184,0.22883031671994244,0.12677956209490218,0.18141455186387026,0.1517430826907765,0.24185123028043576,0.45454989009088137,0.6355220768102472
fStat lzjd512,0.031655803151214815,-0.06587165308686686,-0.16011006371998687,-0.19766403622370982,-0.28321609106345746,-0.24559580470183334,-0.2160393925327939,-0.09814312917350641,-0.09945328015075977,-0.1578415634124484,-0.19084980270902072,-0.20860773702658128,-0.16995097718184599,-0.14280787805630302,0.06063218164654776,-0.14824070470537684,-0.1315515197681539,-0.09987009710828919,0.028113145076301197,0.43029688607372985,1.0,0.8456069485702491,-0.15665510431143395,-0.2980628209196258,-0.27107668797303985,-0.3026423917877458,-0.22578845380798448,-0.03729705121291585,0.5097973370106753
fStat lzjd1K,-0.0008710729423559684,-0.15719702794767776,-0.2585149015225792,-0.3215520630314851,-0.37968719663513245,-0.35787768862333413,-0.33046906260550474,-0.2250172328367796,-0.18904965683083264,-0.23680110502881718,-0.2940574867463617,-0.31114608484176437,-0.26885074737288844,-0.2596025890852997,-0.06432170799252145,-0.24423013938909635,-0.210562262621212,-0.18925093084699215,-0.09190845565092311,0.2824616508618184,0.8456069485702491,1.0,-0.25830899877024827,-0.41928958528213006,-0.39941847105994027,-0.4203764114120967,-0.34607112244217186,-0.1677575146438504,0.35684153559203585
fStat0 ncd,0.2965411806634776,0.7575705549162021,0.6355765957441584,0.7074364957947615,0.756067998813732,0.7534317782510599,0.7631384761839111,0.6566805283732379,0.8518582369725451,0.6800428482671799,0.7332799052840635,0.7416938200966887,0.7565194833284523,0.7186496737075412,0.5791851315432323,0.8802065534852451,0.7289104487887689,0.7262092435021921,0.5942365183504269,0.22883031671994244,-0.15665510431143395,-0.25830899877024827,1.0,0.6015712739620769,0.6672562661170808,0.6845186128314387,0.6337395091358857,0.6024096474771916,0.05989157581764637
fStat0 lzjd32,0.2801221338358603,0.5001961430757984,0.5310662131857147,0.6531016432318734,0.6957354663053302,0.6968564428647578,0.6825862141869117,0.6708728728603784,0.5570832959305179,0.5449346947475295,0.635729470671149,0.6472599383687213,0.6287284483884156,0.6753578350663292,0.5227240622016641,0.5696927022599239,0.5866530940295187,0.6107297561932705,0.5171393196071402,0.12677956209490218,-0.2980628209196258,-0.41928958528213006,0.6015712739620769,1.0,0.8502622412242263,0.7784435498813409,0.7652499991477983,0.6156111668924472,-0.038500301578517485
fStat0 lzjd64,0.2756468646532922,0.575330596784295,0.5516688969662388,0.7061509534544622,0.7549684784670715,0.7716801216773101,0.7679243757067777,0.7072639536598936,0.6189122621709425,0.6085918362646646,0.7098479715682517,0.7442128437239699,0.7092277733889787,0.7575505073684808,0.5522116456238322,0.6259674458259682,0.6337826402229384,0.6670730909053884,0.5618836246398725,0.18141455186387026,-0.27107668797303985,-0.39941847105994027,0.6672562661170808,0.8502622412242263,1.0,0.8750622902869686,0.8231049147668588,0.673423778251956,0.02596278276458591
