,isInner,id1,id2,group1,group2,raw ncd,raw lzjd32,raw lzjd64,raw lzjd128,raw lzjd256,raw lzjd512,raw lzjd1K,skel ncd,skel lzjd32,skel lzjd64,skel lzjd128,skel lzjd256,skel lzjd512,skel lzjd1K,fStat ncd,fStat lzjd32,fStat lzjd64,fStat lzjd128,fStat lzjd256,fStat lzjd512,fStat lzjd1K,fStat0 ncd,fStat0 lzjd32,fStat0 lzjd64,fStat0 lzjd128,fStat0 lzjd256,fStat0 lzjd512,fStat0 lzjd1K
0,True,CollateralManagerState - v0.8.4 abi2 o1 runs200,CollateralManagerState - v0.8.4 abi2 o0 runs200,CollateralManagerState,CollateralManagerState,0.27788649706457924,0.16363636363636364,0.16363636363636364,0.17972350230414746,0.16363636363636364,0.18518518518518517,0.1838150289017341,0.23375,0.20754716981132076,0.20754716981132076,0.16363636363636364,0.14541387024608501,0.1702857142857143,0.28651685393258425,0.2773109243697479,0.18518518518518517,0.29292929292929293,0.4423076923076923,0.4423076923076923,0.4423076923076923,0.4423076923076923,0.1986970684039088,0.23076923076923078,0.29292929292929293,0.2549019607843137,0.2704714640198511,0.46368715083798884,0.46368715083798884
1,False,CollateralManagerState - v0.8.4 abi2 o1 runs200,CollateralManager - v0.8.4 abi2 o0 runs200,CollateralManagerState,CollateralManager,0.054332552693208434,0.06666666666666667,0.06666666666666667,0.07112970711297072,0.06444906444906445,0.05894519131334023,0.05730511099638617,0.06666666666666667,0.0847457627118644,0.07563025210084033,0.08016877637130802,0.06224066390041494,0.04918032786885246,0.09220985691573927,0.06302521008403361,0.015873015873015872,0.024,0.07913669064748201,0.2396694214876033,0.4563106796116505,0.4563106796116505,0.05714285714285714,0.12280701754385964,0.09401709401709402,0.08016877637130802,0.07789473684210527,0.15164835164835164,0.42391304347826086
2,False,CollateralManagerState - v0.8.4 abi2 o1 runs200,AggregationRouterV3 - v0.8.4 abi2 o1 runs200,CollateralManagerState,AggregationRouterV3,0.07670182166826463,0.12280701754385964,0.14285714285714285,0.1277533039647577,0.11062906724511931,0.104638619201726,0.11183496199782844,0.10488245931283906,0.10344827586206896,0.13274336283185842,0.11304347826086956,0.1010752688172043,0.12157721796276014,0.2042068361086766,0.08658008658008658,0.04918032786885246,0.024,0.10294117647058823,0.3157894736842105,0.3274336283185841,0.3274336283185841,0.07928118393234672,0.20754716981132076,0.15315315315315314,0.11790393013100436,0.10822510822510822,0.24170616113744076,0.4515235457063712
3,False,CollateralManagerState - v0.8.4 abi2 o1 runs200,UniswapV2Router02 - v0.8.4 abi2 o1 runs200,CollateralManagerState,UniswapV2Router02,0.04879008459571119,0.10344827586206896,0.11304347826086956,0.0847457627118644,0.0870488322717622,0.0824524312896406,0.08302485457429931,0.08100979653353428,0.06666666666666667,0.10344827586206896,0.08936170212765958,0.07563025210084033,0.07001044932079414,0.12807881773399016,0.05423728813559322,0.04918032786885246,0.04065040650406504,0.07913669064748201,0.21951219512195122,0.41509433962264153,0.41509433962264153,0.053691275167785234,0.10344827586206896,0.10344827586206896,0.07563025210084033,0.06224066390041494,0.12931034482758622,0.35751295336787564
4,False,CollateralManagerState - v0.8.4 abi2 o1 runs200,NonfungiblePositionManager - v0.8.4 abi2 o0 runs200,CollateralManagerState,NonfungiblePositionManager,0.01739047800057018,0.015873015873015872,0.04918032786885246,0.053497942386831275,0.04703476482617587,0.04276985743380855,0.03643724696356275,0.037251840285523086,0.03225806451612903,0.03225806451612903,0.04065040650406504,0.044897959183673466,0.033299697275479316,0.04885496183206107,0.036748329621380846,0.0,0.015873015873015872,0.034482758620689655,0.12781954887218044,0.35135135135135137,0.5151515151515151,0.03151575787893947,0.0847457627118644,0.06666666666666667,0.05785123966942149,0.05567010309278351,0.09394572025052192,0.21577726218097448
5,False,CollateralManagerState - v0.8.4 abi2 o1 runs200,AggregationRouterV3 - v0.8.4 abi2 o0 runs200,CollateralManagerState,AggregationRouterV3,0.04089068825910931,0.0847457627118644,0.10344827586206896,0.08016877637130802,0.07563025210084033,0.07001044932079414,0.07281299109481404,0.06554472984942426,0.0847457627118644,0.09401709401709402,0.08016877637130802,0.06224066390041494,0.05894519131334023,0.10539018503620273,0.06521739130434782,0.04918032786885246,0.04918032786885246,0.1111111111111111,0.25,0.30434782608695654,0.30434782608695654,0.060362173038229376,0.16363636363636364,0.12280701754385964,0.11790393013100436,0.09168443496801706,0.2018348623853211,0.45555555555555555
6,False,CollateralManagerState - v0.8.4 abi2 o1 runs200,CollateralManager - v0.8.4 abi2 o1 runs200,CollateralManagerState,CollateralManager,0.11179904475499734,0.10344827586206896,0.11304347826086956,0.11304347826086956,0.10344827586206896,0.09284951974386339,0.09694697375468667,0.14720616570327552,0.10344827586206896,0.11304347826086956,0.10344827586206896,0.09401709401709402,0.09871244635193133,0.18041237113402062,0.07509881422924901,0.04918032786885246,0.04065040650406504,0.1111111111111111,0.3157894736842105,0.5306122448979592,0.5306122448979592,0.08526413345690455,0.14285714285714285,0.12280701754385964,0.11790393013100436,0.1010752688172043,0.2186046511627907,0.5927051671732523
7,False,CollateralManagerState - v0.8.4 abi2 o1 runs200,UniswapV2Router02 - v0.8.4 abi2 o0 runs200,CollateralManagerState,UniswapV2Router02,0.026837806301050177,0.04918032786885246,0.03225806451612903,0.05785123966942149,0.053497942386831275,0.0513347022587269,0.04276985743380855,0.05250596658711217,0.03225806451612903,0.04918032786885246,0.053497942386831275,0.04918032786885246,0.04170905391658189,0.0675990675990676,0.04753521126760563,0.0,0.015873015873015872,0.056338028169014086,0.15384615384615385,0.36363636363636365,0.36363636363636365,0.04561101549053356,0.0847457627118644,0.07563025210084033,0.08016877637130802,0.06224066390041494,0.10782241014799154,0.2749391727493917
8,False,CollateralManagerState - v0.8.4 abi2 o1 runs200,NonfungiblePositionManager - v0.8.4 abi2 o1 runs200,CollateralManagerState,NonfungiblePositionManager,0.03359746434231379,0.015873015873015872,0.04065040650406504,0.07563025210084033,0.06889352818371608,0.061139896373056994,0.05295629820051414,0.05192968276419479,0.06666666666666667,0.05785123966942149,0.05785123966942149,0.06666666666666667,0.053497942386831275,0.08274231678486997,0.04516129032258064,0.015873015873015872,0.04065040650406504,0.06382978723404255,0.18110236220472442,0.4423076923076923,0.5306122448979592,0.03671071953010279,0.0847457627118644,0.0847457627118644,0.07563025210084033,0.07563025210084033,0.1341991341991342,0.3299492385786802
9,False,CollateralManagerState - v0.8.4 abi2 o1 runs200,Synthetix - v0.8.4 abi2 o0 runs200,CollateralManagerState,Synthetix,0.03957277831028345,0.015873015873015872,0.04065040650406504,0.06224066390041494,0.060041407867494824,0.05458290422245108,0.04757033248081841,0.058771148708815675,0.04918032786885246,0.04065040650406504,0.053497942386831275,0.04918032786885246,0.038539553752535496,0.07092751363990647,0.06181015452538632,0.0,0.015873015873015872,0.041666666666666664,0.2,0.3888888888888889,0.3888888888888889,0.0647693817468106,0.0847457627118644,0.06666666666666667,0.07563025210084033,0.06666666666666667,0.10782241014799154,0.3132832080200501
