,isInner,id1,id2,group1,group2,raw ncd,raw lzjd32,raw lzjd64,raw lzjd128,raw lzjd256,raw lzjd512,raw lzjd1K,skel ncd,skel lzjd32,skel lzjd64,skel lzjd128,skel lzjd256,skel lzjd512,skel lzjd1K,fStat ncd,fStat lzjd32,fStat lzjd64,fStat lzjd128,fStat lzjd256,fStat lzjd512,fStat lzjd1K,fStat0 ncd,fStat0 lzjd32,fStat0 lzjd64,fStat0 lzjd128,fStat0 lzjd256,fStat0 lzjd512,fStat0 lzjd1K
0,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,CollateralManagerState - v0.8.4 abi2 o1 runs0,AggregationRouterV3,CollateralManagerState,0.0596906718221363,0.12280701754385964,0.14285714285714285,0.10344827586206896,0.11062906724511931,0.0824524312896406,0.09474824038982133,0.0853548966756514,0.06666666666666667,0.0847457627118644,0.09871244635193133,0.09401709401709402,0.11062906724511931,0.17162872154115585,0.060810810810810814,0.04918032786885246,0.07563025210084033,0.1450381679389313,0.3392857142857143,0.36363636363636365,0.36363636363636365,0.06329113924050633,0.18518518518518517,0.15315315315315314,0.12280701754385964,0.1130820399113082,0.23039215686274508,0.46355685131195334
1,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,CollateralManagerState - v0.8.4 abi2 o1 runs200,AggregationRouterV3,CollateralManagerState,0.05679072015466409,0.10344827586206896,0.13274336283185842,0.11304347826086956,0.10822510822510822,0.08936170212765958,0.09284951974386339,0.0853548966756514,0.04918032786885246,0.11304347826086956,0.10822510822510822,0.0870488322717622,0.104638619201726,0.17235494880546076,0.06981981981981981,0.04918032786885246,0.06666666666666667,0.12781954887218044,0.3274336283185841,0.35135135135135137,0.35135135135135137,0.06118143459915612,0.20754716981132076,0.16363636363636364,0.13274336283185842,0.10583153347732181,0.22716627634660422,0.4596100278551532
2,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,NonfungiblePositionManager - v0.8.4 abi2 o1 runs999999,AggregationRouterV3,NonfungiblePositionManager,0.08124076809453472,0.0847457627118644,0.1743119266055046,0.1743119266055046,0.16099773242630386,0.1403118040089087,0.12096332785987958,0.13483807654563298,0.20754716981132076,0.19626168224299065,0.1743119266055046,0.1743119266055046,0.15575620767494355,0.14991577765300393,0.12213740458015267,0.0847457627118644,0.0847457627118644,0.10822510822510822,0.13024282560706402,0.290167865707434,0.36548223350253806,0.11864406779661017,0.18518518518518517,0.20754716981132076,0.20187793427230047,0.1743119266055046,0.18244803695150116,0.24597701149425288
3,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,UniswapV2Router02 - v0.8.4 abi2 o1 runs999999,AggregationRouterV3,UniswapV2Router02,0.12737233418117785,0.20754716981132076,0.23076923076923078,0.20187793427230047,0.18518518518518517,0.14927048260381592,0.15315315315315314,0.22896133434420016,0.30612244897959184,0.26732673267326734,0.26108374384236455,0.24271844660194175,0.2147093712930012,0.20117302052785924,0.16898954703832753,0.16363636363636364,0.1743119266055046,0.19069767441860466,0.20470588235294118,0.37948717948717947,0.37948717948717947,0.16412859560067683,0.20754716981132076,0.21904761904761905,0.22488038277511962,0.22195704057279236,0.23076923076923078,0.32087733549959385
4,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,Synthetix - v0.8.4 abi2 o1 runs0,AggregationRouterV3,Synthetix,0.07215464089318446,0.12280701754385964,0.10344827586206896,0.13274336283185842,0.14285714285714285,0.13399778516057587,0.13211719181868437,0.1506677796327212,0.14285714285714285,0.16363636363636364,0.15315315315315314,0.15575620767494355,0.14541387024608501,0.15640880858272163,0.15203426124197003,0.16363636363636364,0.1743119266055046,0.14798206278026907,0.17701149425287357,0.27488151658767773,0.27488151658767773,0.1376953125,0.30612244897959184,0.23076923076923078,0.24878048780487805,0.2278177458033573,0.22488038277511962,0.3155339805825243
5,True,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,AggregationRouterV3 - v0.8.4 abi2 o1 runs200,AggregationRouterV3,AggregationRouterV3,0.50071907957814,0.30612244897959184,0.31958762886597936,0.29949238578680204,0.28967254408060455,0.2736318407960199,0.284012539184953,0.7030548068283917,0.28,0.4065934065934066,0.3544973544973545,0.3438320209973753,0.3455978975032852,0.3527080581241744,0.7727272727272727,0.4222222222222222,0.391304347826087,0.3989071038251366,0.4341736694677871,0.44623655913978494,0.44623655913978494,0.6128691983122363,0.4222222222222222,0.3617021276595745,0.3617021276595745,0.391304347826087,0.4222222222222222,0.4572769953051643
6,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,UniswapV2Router02 - v0.8.4 abi2 o1 runs200,AggregationRouterV3,UniswapV2Router02,0.10564627188668109,0.16363636363636364,0.18518518518518517,0.1689497716894977,0.17162471395881007,0.14927048260381592,0.15185601799775028,0.193293142426526,0.20754716981132076,0.19626168224299065,0.20187793427230047,0.18244803695150116,0.1689497716894977,0.17162471395881007,0.16610169491525423,0.10344827586206896,0.11304347826086956,0.13274336283185842,0.1689497716894977,0.31862745098039214,0.31862745098039214,0.1552013422818792,0.2549019607843137,0.20754716981132076,0.20754716981132076,0.19626168224299065,0.20329024676850763,0.3008
7,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,BinaryOptionMarketManager - v0.8.4 abi2 o1 runs999999,AggregationRouterV3,BinaryOptionMarketManager,0.12166448964359022,0.23076923076923078,0.23076923076923078,0.21904761904761905,0.20187793427230047,0.18793503480278423,0.1920838183934808,0.25317564607971965,0.3617021276595745,0.3473684210526316,0.29292929292929293,0.29292929292929293,0.2752179327521793,0.2848180677540778,0.19369369369369369,0.18518518518518517,0.23076923076923078,0.24878048780487805,0.25183374083129584,0.2840095465393795,0.2840095465393795,0.18670886075949367,0.28,0.29292929292929293,0.2736318407960199,0.3128205128205128,0.32642487046632124,0.4363957597173145
8,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,CollateralManager - v0.8.4 abi2 o1 runs999999,AggregationRouterV3,CollateralManager,0.09635599159074983,0.18518518518518517,0.16363636363636364,0.17972350230414746,0.18244803695150116,0.159682899207248,0.1662870159453303,0.1878367975365666,0.20754716981132076,0.1743119266055046,0.19069767441860466,0.19626168224299065,0.1976608187134503,0.20541494997057091,0.16260162601626016,0.18518518518518517,0.16363636363636364,0.1583710407239819,0.18244803695150116,0.25995316159250587,0.25995316159250587,0.14537037037037037,0.23076923076923078,0.23076923076923078,0.24878048780487805,0.2397094430992736,0.26732673267326734,0.36983993260320136
9,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,CollateralManager - v0.8.4 abi2 o1 runs200,AggregationRouterV3,CollateralManager,0.08031133911197594,0.12280701754385964,0.14285714285714285,0.14285714285714285,0.14541387024608501,0.13024282560706402,0.13904338153503892,0.16107899807321774,0.14285714285714285,0.16363636363636364,0.1689497716894977,0.16363636363636364,0.16496018202502843,0.1689497716894977,0.15810276679841898,0.0847457627118644,0.0847457627118644,0.11304347826086956,0.14541387024608501,0.23394495412844038,0.23394495412844038,0.13901760889712697,0.28,0.26732673267326734,0.23671497584541062,0.2132701421800948,0.23821039903264812,0.3273469387755102
