skel bzJumpi8,1.6492360304679345
raw bzJumpi2,1.5696884234910078
skel bzJumpi2,1.5231533194331184
raw bzJumpi4,1.4843074420982556
raw bzJumpi8,1.3936163685796275
skel bzJumpi4,1.3812018941488136
skel bzFixedLen256_4,1.0785210749088745
skel bzFixedLen256_2,1.0601336302895326
skel bzFixedLen128_2,1.059682059604631
raw bzFixedLen256_2,1.0575687313680027
skel bzFixedLen64_2,1.0548980514031054
skel bzFixedLen32_2,1.0433056895885269
raw bzFixedLen128_2,1.0357364903519033
raw bzFixedLen64_2,0.9939093985677274
raw bzFixedLen32_2,0.9877754187572235
raw bzFixedLen64_8,0.9672421221296563
skel bzFixedLen64_8,0.9567832964460005
raw bzFixedLen256_4,0.9519357443372575
skel bzFixedLen256_8,0.9417721518987335
raw bzFixedLen256_8,0.8107347516075879
skel bzFixedLen1024_8,0.7140695915279879
raw bzFixedLen1024_8,0.5887445887445891
