,isInner,raw bzJumpi2,raw bzJumpi4,raw bzJumpi8,raw bzFixedLen32_2,raw bzFixedLen64_2,raw bzFixedLen128_2,raw bzFixedLen256_2,raw bzFixedLen256_4,raw bzFixedLen64_8,raw bzFixedLen256_8,raw bzFixedLen1024_8,skel bzJumpi2,skel bzJumpi4,skel bzJumpi8,skel bzFixedLen32_2,skel bzFixedLen64_2,skel bzFixedLen128_2,skel bzFixedLen256_2,skel bzFixedLen256_4,skel bzFixedLen64_8,skel bzFixedLen256_8,skel bzFixedLen1024_8
raw bzFixedLen1024_8,0.16944686113339918,0.4010721827480122,0.3864569140277202,0.3520497368690227,0.45725171287214683,0.46390681468639516,0.4651509555171681,0.4609869621717348,0.46653686353198937,0.4631537546201077,0.4508653742135384,1.0,0.4043274121174351,0.3854260694152258,0.36355176038733983,0.4592511656664927,0.46357899756175364,0.4611655230166002,0.45946463840603957,0.4534991663838071,0.43998558150731115,0.43493167265806215,0.4251357292628228
skel bzJumpi2,0.40411279128704014,0.9422425460302492,0.7767333460157971,0.6699702689255852,0.6648374540230335,0.6680178494133305,0.6774010341711824,0.6789772377538554,0.6356309400447855,0.6373227959776874,0.562115313386097,0.4043274121174351,1.0,0.8203064379724699,0.6944024099281642,0.685306585304349,0.6851808229728451,0.6844763514437796,0.6827094326288644,0.6691664756323495,0.6449458697506041,0.6056855010570747,0.45923369679418696
skel bzJumpi4,0.3700455683755646,0.8062089486463063,0.8102173161490336,0.7143320884903508,0.6221794756201167,0.6217244769642043,0.6260628143920194,0.6304676120163019,0.5981264689091217,0.6102441181214554,0.53655655035094,0.3854260694152258,0.8203064379724699,1.0,0.8153222377090786,0.647469383084733,0.6393471245906286,0.6331476963286892,0.6285144444237734,0.6304343966370328,0.6360716486950391,0.5867687653791145,0.4431980645906291
skel bzJumpi8,0.37205354450743294,0.6924432356309737,0.7290083181609558,0.6986353538637534,0.5785202797424378,0.5764506540108624,0.5805474172526988,0.5839208288198178,0.5490027723095262,0.5653419622318417,0.4951176585954753,0.36355176038733983,0.6944024099281642,0.8153222377090786,1.0,0.598677153604198,0.5907044810809566,0.5854113849465724,0.5816353542155476,0.5824747566234912,0.5906514689449383,0.548860735752149,0.4122081048800343
skel bzFixedLen32_2,0.3095223155912308,0.6951847420813262,0.6775827845352188,0.6324289115931664,0.9281809317658625,0.9203478752344602,0.9076418898840627,0.8949065652605741,0.7953389994666535,0.7889748391906827,0.6688383145759704,0.4592511656664927,0.685306585304349,0.647469383084733,0.598677153604198,1.0,0.9359552198367738,0.9091993641315687,0.8930662371882663,0.8188970652052381,0.7681680159930544,0.7081757783770594,0.510927685531191
skel bzFixedLen64_2,0.3080917912168528,0.695760240038148,0.6718698316013102,0.6243796156111548,0.9071022847170808,0.9124385180798078,0.9033942255312495,0.8897831818254425,0.8019539113738959,0.7882930381485509,0.6767568288785488,0.46357899756175364,0.6851808229728451,0.6393471245906286,0.5907044810809566,0.9359552198367738,1.0,0.9318999022369789,0.9052235656056725,0.8350918081089875,0.7836392485898522,0.721643314117066,0.5192062608393162
skel bzFixedLen128_2,0.31055744833346477,0.6936772922451356,0.6651668183937611,0.6149361375367612,0.8893644124400941,0.8995184672828419,0.894955637354604,0.8831895778964002,0.7984690439974128,0.7832025947386183,0.6768407760553374,0.4611655230166002,0.6844763514437796,0.6331476963286892,0.5854113849465724,0.9091993641315687,0.9318999022369789,1.0,0.9178659264205884,0.8420646735111587,0.7765138669727046,0.7297311521796533,0.5232592544775599
skel bzFixedLen256_2,0.30783878023126077,0.6916612101484969,0.660167457220379,0.6104659413416755,0.8788930140295413,0.8851054169328735,0.8909117940380754,0.8841152463073428,0.7931308296769892,0.7743849740651125,0.6712130241665059,0.45946463840603957,0.6827094326288644,0.6285144444237734,0.5816353542155476,0.8930662371882663,0.9052235656056725,0.9178659264205884,1.0,0.8642683493501926,0.763330217766609,0.7412063334943212,0.5223411504302969
skel bzFixedLen256_4,0.30026643576302076,0.6739091144086052,0.6483876902158203,0.5988455709820929,0.7992549689323206,0.8063902858745124,0.8120867891609761,0.8134418658614867,0.7679962019521456,0.7581485920215629,0.6741491617034431,0.4534991663838071,0.6691664756323495,0.6304343966370328,0.5824747566234912,0.8188970652052381,0.8350918081089875,0.8420646735111587,0.8642683493501926,1.0,0.7702600374699125,0.807949402503277,0.5341902196380637
skel bzFixedLen64_8,0.2806261030055429,0.6467084932373909,0.6401276335424919,0.5972947590056177,0.741121210740545,0.7448521445875645,0.7506131716587721,0.7534225245949983,0.7309417644932641,0.7477273805416109,0.6667516900657624,0.43998558150731115,0.6449458697506041,0.6360716486950391,0.5906514689449383,0.7681680159930544,0.7836392485898522,0.7765138669727046,0.763330217766609,0.7702600374699125,1.0,0.724210264105826,0.5134356695820406
skel bzFixedLen256_8,0.2673676840014739,0.6062724093907942,0.5897840031974996,0.5463080684609207,0.6874155532211323,0.6962493257603601,0.7018762488186857,0.7048014848165618,0.6939360980287024,0.688251386038783,0.6417843151685034,0.43493167265806215,0.6056855010570747,0.5867687653791145,0.548860735752149,0.7081757783770594,0.721643314117066,0.7297311521796533,0.7412063334943212,0.807949402503277,0.724210264105826,1.0,0.5189830612032239
skel bzFixedLen1024_8,0.20872171861577785,0.4577307831742699,0.44295907205094476,0.403553609756903,0.502686255383162,0.5085774601365965,0.507739682750133,0.5090606261074031,0.511037834182228,0.5038592318558405,0.48439260878505713,0.4251357292628228,0.45923369679418696,0.4431980645906291,0.4122081048800343,0.510927685531191,0.5192062608393162,0.5232592544775599,0.5223411504302969,0.5341902196380637,0.5134356695820406,0.5189830612032239,1.0
