,isInner,raw bzJumpi2,raw bzJumpi4,raw bzJumpi8,raw bzFixedLen32_2,raw bzFixedLen64_2,raw bzFixedLen128_2,raw bzFixedLen256_2,raw bzFixedLen256_4,raw bzFixedLen64_8,raw bzFixedLen256_8,raw bzFixedLen1024_8,skel bzJumpi2,skel bzJumpi4,skel bzJumpi8,skel bzFixedLen32_2,skel bzFixedLen64_2,skel bzFixedLen128_2,skel bzFixedLen256_2,skel bzFixedLen256_4,skel bzFixedLen64_8,skel bzFixedLen256_8,skel bzFixedLen1024_8
raw bzFixedLen256_8,0.20942908160046536,0.7099722913391511,0.6872283664618867,0.6821709702828657,0.8627779483292012,0.8679447990028964,0.8808518106633414,0.8934336411238418,0.9171305527435847,0.864451289616496,1.0,0.7254668380211957,0.702223199246979,0.6788994157028498,0.6835470170531021,0.8703559959839541,0.8796080366749244,0.8764649007639934,0.8729310636756084,0.8579063697558373,0.868487411099197,0.8514912012926258,0.7661184942930185
raw bzFixedLen1024_8,0.18924428462143839,0.6855990944852761,0.687681136528506,0.6768650366475715,0.7496463409137732,0.751207200848585,0.7495632237608906,0.7489068265477461,0.7476804184954613,0.7763010556424534,0.7254668380211957,1.0,0.6864684959224229,0.6809426431581282,0.6713142214537706,0.7423623278846516,0.7488981140000255,0.7547945092815105,0.7486305420778449,0.7408088838104472,0.7572881929624691,0.7510185272106458,0.7487971035570501
skel bzJumpi2,0.27979630760931035,0.9604442037631149,0.9043171426486978,0.8711593596537668,0.7221960429181347,0.7239169914297947,0.7250173613224908,0.717365833565939,0.7030481728354809,0.719215309698571,0.702223199246979,0.6864684959224229,1.0,0.9022595431632856,0.8610645945306783,0.7283914575601107,0.7238620704934647,0.7320306555933104,0.7259885541959411,0.7170234378609218,0.7325301882965433,0.7017483837314545,0.7093496906884489
skel bzJumpi4,0.25507057615049983,0.8882864306933124,0.9043807590083642,0.8789743221690529,0.6956297727765107,0.7007915074248647,0.702553958100368,0.6904022512195751,0.6779873700067052,0.7024562627572706,0.6788994157028498,0.6809426431581282,0.9022595431632856,1.0,0.915340304085542,0.7093943985054547,0.6972943061417854,0.7045914202487058,0.701632190748494,0.7078275633606502,0.7243708491946856,0.6880786370704538,0.6953950612138866
skel bzJumpi8,0.2692200304326084,0.8570814481132127,0.8731716228744989,0.8687685564177378,0.7021587709809223,0.7055990393345769,0.7128776678512037,0.6969461975760849,0.6828102519344761,0.7038231632535169,0.6835470170531021,0.6713142214537706,0.8610645945306783,0.915340304085542,1.0,0.7138556833833481,0.7034791216241617,0.7137019037313298,0.7090278562761623,0.715392827078424,0.7286568326381387,0.690655764033463,0.689314378305332
skel bzFixedLen32_2,0.2639753855566882,0.7380195124929844,0.7153059252584136,0.7138617858922265,0.9508083935328518,0.9545923632610941,0.9435625642948112,0.9212824267839292,0.8840270922898814,0.9177381216827375,0.8703559959839541,0.7423623278846516,0.7283914575601107,0.7093943985054547,0.7138556833833481,1.0,0.9628036990196088,0.9486816214029983,0.9303952699214044,0.8930020358657956,0.9216015214532093,0.870497450441871,0.7591958740841465
skel bzFixedLen64_2,0.24832159010058144,0.7317703280262825,0.7090557640522744,0.7065806556182593,0.9474951632067022,0.9559234582048194,0.9497164551279342,0.933128341056667,0.8967315375069823,0.9187236604455148,0.8796080366749244,0.7488981140000255,0.7238620704934647,0.6972943061417854,0.7034791216241617,0.9628036990196088,1.0,0.9660157158134234,0.941713804354123,0.8943317043831813,0.9250817168230723,0.8781960729783296,0.7548027978870456
skel bzFixedLen128_2,0.24260316014847155,0.7389077770753273,0.716873951690204,0.7130195441624864,0.9373253165127112,0.9545318390737523,0.9474593716702264,0.9332771139761598,0.902384339122431,0.9197281797333003,0.8764649007639934,0.7547945092815105,0.7320306555933104,0.7045914202487058,0.7137019037313298,0.9486816214029983,0.9660157158134234,1.0,0.9515978488167142,0.9023898076720707,0.9189468556025807,0.8805650017105373,0.7626149666013117
skel bzFixedLen256_2,0.22912179825540727,0.7352828716361902,0.7115112806122252,0.7086888014530393,0.918858953999366,0.9396931961869279,0.9348388243654396,0.9220155980079388,0.888515414528831,0.9093418542318749,0.8729310636756084,0.7486305420778449,0.7259885541959411,0.701632190748494,0.7090278562761623,0.9303952699214044,0.941713804354123,0.9515978488167142,1.0,0.9154207496010689,0.9028762444714388,0.8761740759155029,0.7581890810233763
skel bzFixedLen256_4,0.23635112502591943,0.7294179409822448,0.7140889689049319,0.7088555000025167,0.8776796566114953,0.8966174287235519,0.8868875976086867,0.8826502736799163,0.8710655062541827,0.8896831422466241,0.8579063697558373,0.7408088838104472,0.7170234378609218,0.7078275633606502,0.715392827078424,0.8930020358657956,0.8943317043831813,0.9023898076720707,0.9154207496010689,1.0,0.8971635732759699,0.8943264558335192,0.7542693596137999
skel bzFixedLen64_8,0.2486330704478064,0.7404380149069187,0.72357272136575,0.7183413653560788,0.9080118769931435,0.9123123973918984,0.9153539718547186,0.9082150256280827,0.889397742644249,0.9076208531768535,0.868487411099197,0.7572881929624691,0.7325301882965433,0.7243708491946856,0.7286568326381387,0.9216015214532093,0.9250817168230723,0.9189468556025807,0.9028762444714388,0.8971635732759699,1.0,0.88188731704223,0.7717042774288791
skel bzFixedLen256_8,0.17652984470326902,0.7082885616817006,0.6896879137396645,0.6882481184816004,0.8686037548115217,0.8756620748882777,0.8669424626161635,0.8607906049388725,0.8599892116953036,0.8787125576321102,0.8514912012926258,0.7510185272106458,0.7017483837314545,0.6880786370704538,0.690655764033463,0.870497450441871,0.8781960729783296,0.8805650017105373,0.8761740759155029,0.8943264558335192,0.88188731704223,1.0,0.7533683306753454
skel bzFixedLen1024_8,0.22362267842957875,0.7138591629776303,0.6978856635263494,0.6835881455576763,0.7567661696065654,0.7644023836789628,0.7577331772152663,0.7607348636552882,0.7720254649214441,0.7646955915130657,0.7661184942930185,0.7487971035570501,0.7093496906884489,0.6953950612138866,0.689314378305332,0.7591958740841465,0.7548027978870456,0.7626149666013117,0.7581890810233763,0.7542693596137999,0.7717042774288791,0.7533683306753454,1.0
