,isInner,id1,id2,group1,group2,raw bzJumpi2,raw bzJumpi4,raw bzJumpi8,raw bzFixedLen32_2,raw bzFixedLen64_2,raw bzFixedLen128_2,raw bzFixedLen256_2,raw bzFixedLen256_4,raw bzFixedLen64_8,raw bzFixedLen256_8,raw bzFixedLen1024_8,skel bzJumpi2,skel bzJumpi4,skel bzJumpi8,skel bzFixedLen32_2,skel bzFixedLen64_2,skel bzFixedLen128_2,skel bzFixedLen256_2,skel bzFixedLen256_4,skel bzFixedLen64_8,skel bzFixedLen256_8,skel bzFixedLen1024_8
0,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,CollateralManagerState - v0.8.4 abi2 o1 runs0,AggregationRouterV3,CollateralManagerState,0.5526315789473684,0.4342105263157895,0.4035087719298246,0.4077669902912622,0.4108527131782945,0.41538461538461535,0.4242424242424242,0.4242424242424242,0.38372093023255816,0.3787878787878788,0.3529411764705882,0.5363636363636364,0.38636363636363635,0.35,0.40313111545988256,0.40625,0.40625,0.40625,0.390625,0.3515625,0.375,0.4117647058823529
1,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,CollateralManagerState - v0.8.4 abi2 o1 runs200,AggregationRouterV3,CollateralManagerState,0.597457627118644,0.44491525423728817,0.43644067796610164,0.41698841698841704,0.41698841698841704,0.41538461538461535,0.4242424242424242,0.3939393939393939,0.3861003861003861,0.3787878787878788,0.4117647058823529,0.5814977973568283,0.40528634361233484,0.3876651982378855,0.41245136186770426,0.41245136186770426,0.41860465116279066,0.4307692307692308,0.41538461538461535,0.36575875486381326,0.36923076923076925,0.47058823529411764
2,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,NonfungiblePositionManager - v0.8.4 abi2 o1 runs999999,AggregationRouterV3,NonfungiblePositionManager,0.6100746268656716,0.541044776119403,0.4645522388059702,0.6074074074074074,0.6074074074074074,0.6094674556213018,0.611764705882353,0.5882352941176471,0.52,0.5352941176470588,0.5116279069767442,0.625,0.595703125,0.548828125,0.6062407132243686,0.6062407132243686,0.6053412462908012,0.5976331360946745,0.5502958579881656,0.5185735512630014,0.485207100591716,0.4883720930232558
3,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,UniswapV2Router02 - v0.8.4 abi2 o1 runs999999,AggregationRouterV3,UniswapV2Router02,0.6612903225806452,0.5846774193548387,0.530241935483871,0.696763202725724,0.6933560477001703,0.6938775510204082,0.7027027027027026,0.6486486486486487,0.5519591141396933,0.5878378378378378,0.5675675675675675,0.7008733624454149,0.6637554585152838,0.6091703056768558,0.6888888888888889,0.6803418803418804,0.689419795221843,0.6870748299319728,0.6054421768707483,0.5606837606837607,0.5714285714285714,0.5135135135135135
4,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,Synthetix - v0.8.4 abi2 o1 runs0,AggregationRouterV3,Synthetix,0.736842105263158,0.6100478468899522,0.5311004784688995,0.8265193370165747,0.7792494481236203,0.7797356828193833,0.7982456140350878,0.7105263157894737,0.6247240618101546,0.6403508771929824,0.6206896551724138,0.7395577395577395,0.5798525798525799,0.5135135135135135,0.7946725860155383,0.7804878048780488,0.7300884955752213,0.7433628318584071,0.6548672566371682,0.6119733924611974,0.6194690265486726,0.6206896551724138
5,True,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,AggregationRouterV3 - v0.8.4 abi2 o1 runs200,AggregationRouterV3,AggregationRouterV3,0.9636363636363636,0.9151515151515152,0.8090909090909091,0.7817403708987161,0.7606837606837606,0.7670454545454546,0.7865168539325843,0.7078651685393258,0.6096866096866097,0.6629213483146068,0.5217391304347826,0.9781931464174455,0.940809968847352,0.9065420560747663,0.7962697274031564,0.7879656160458453,0.7942857142857143,0.7954545454545454,0.7045454545454546,0.6017191977077364,0.6136363636363636,0.6086956521739131
6,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,UniswapV2Router02 - v0.8.4 abi2 o1 runs200,AggregationRouterV3,UniswapV2Router02,0.710239651416122,0.673202614379085,0.616557734204793,0.7925311203319502,0.7842323651452282,0.7768595041322314,0.7704918032786885,0.6967213114754098,0.6286307053941909,0.6229508196721312,0.5806451612903225,0.696035242290749,0.6563876651982379,0.6167400881057269,0.7854166666666667,0.7708333333333334,0.7583333333333333,0.7583333333333333,0.6583333333333333,0.6020833333333333,0.5833333333333333,0.5806451612903225
7,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,BinaryOptionMarketManager - v0.8.4 abi2 o1 runs999999,AggregationRouterV3,BinaryOptionMarketManager,0.7894736842105263,0.6815789473684211,0.6447368421052632,0.8209944751381215,0.8211920529801324,0.8061674008810573,0.8157894736842105,0.6754385964912281,0.640176600441501,0.6228070175438596,0.5517241379310345,0.7935656836461126,0.67828418230563,0.6058981233243967,0.8226164079822617,0.8048780487804879,0.8185840707964602,0.8141592920353982,0.6814159292035398,0.6430155210643016,0.6106194690265487,0.5517241379310345
8,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,CollateralManager - v0.8.4 abi2 o1 runs999999,AggregationRouterV3,CollateralManager,0.6900212314225054,0.6220806794055201,0.5732484076433121,0.779559118236473,0.7715430861723447,0.764,0.7936507936507937,0.7142857142857143,0.6092184368737474,0.6190476190476191,0.59375,0.6817204301075268,0.6107526881720431,0.5311827956989248,0.7746478873239436,0.7746478873239436,0.7550200803212852,0.744,0.6639999999999999,0.6056338028169015,0.608,0.5625
9,False,AggregationRouterV3 - v0.8.4 abi2 o1 runs999999,CollateralManager - v0.8.4 abi2 o1 runs200,AggregationRouterV3,CollateralManager,0.6849894291754757,0.6194503171247357,0.5708245243128964,0.8342922899884926,0.8183908045977011,0.7981651376146789,0.8181818181818181,0.7454545454545455,0.6482758620689655,0.6727272727272727,0.5714285714285714,0.6906318082788672,0.6209150326797386,0.5359477124183006,0.8127167630057803,0.8013856812933026,0.7788018433179723,0.7798165137614679,0.6513761467889908,0.6351039260969977,0.5779816513761468,0.6071428571428572
