,isInner,id1,id2,group1,group2,ppdeep-significantAndZero,ppdeep-significantOnly,ppdeep-skeleton,byteBag-significantOnly,byteBag-skeleton,lzjd1-significantAndZero,lzjd1-significantOnly,lzjd1-skeleton
10,True,CollateralManager - 1 0.5.16.hex,CollateralManager - 999999 0.8.4.hex,CollateralManager,CollateralManager,68.75,58.208955223880594,63.28125,0.7763975155279503,0.8365503080082135,0.4779116465863454,0.42727272727272725,0.309462915601023
11,True,CollateralManager - no 0.5.16.hex,CollateralManager - 1 0.7.6.hex,CollateralManager,CollateralManager,60.9375,62.857142857142854,46.42857142857143,0.8065902578796562,0.6796020718572721,0.5,0.4841628959276018,0.23895946763460374
12,True,CollateralManager - no 0.5.16.hex,CollateralManager - 999999 0.5.16.hex,CollateralManager,CollateralManager,64.84375,63.38028169014085,48.275862068965516,0.8115942028985508,0.7079203797784626,0.5289367429340511,0.5317073170731708,0.309462915601023
13,True,CollateralManager - no 0.5.16.hex,CollateralManager - 999999 0.7.6.hex,CollateralManager,CollateralManager,62.5,62.857142857142854,48.275862068965516,0.8065902578796562,0.6716467463479415,0.5176933158584535,0.4841628959276018,0.2816020025031289
14,True,CollateralManager - no 0.5.16.hex,CollateralManager - 999999 0.6.12.hex,CollateralManager,CollateralManager,62.5,62.857142857142854,48.275862068965516,0.8117816091954023,0.6738625041514447,0.5091863517060368,0.4774774774774775,0.28
15,True,CollateralManager - no 0.5.16.hex,CollateralManager - 1 0.6.12.hex,CollateralManager,CollateralManager,60.9375,62.857142857142854,46.42857142857143,0.8117816091954023,0.6821807417153195,0.48998664886515353,0.4774774774774775,0.24650030432136336
16,True,CollateralManager - no 0.5.16.hex,CollateralManager - 1 0.8.4.hex,CollateralManager,CollateralManager,60.15625,50.0,51.724137931034484,0.770745428973277,0.6959362549800797,0.5156462585034014,0.3739130434782609,0.2397094430992736
17,True,CollateralManager - no 0.5.16.hex,CollateralManager - no 0.8.4.hex,CollateralManager,CollateralManager,82.03125,60.869565217391305,58.22784810126582,0.8388814913448736,0.9013077858880778,0.5665914221218962,0.4857142857142857,0.4639027877055039
18,True,CollateralManager - no 0.5.16.hex,CollateralManager - no 0.7.6.hex,CollateralManager,CollateralManager,87.5,93.15068493150685,75.0,0.9799426934097422,0.9915,0.6702767749699158,0.6157205240174672,0.5433308214016579
19,True,CollateralManager - no 0.5.16.hex,CollateralManager - no 0.6.12.hex,CollateralManager,CollateralManager,87.5,94.52054794520548,78.125,0.9785407725321889,0.9921581713522983,0.672289156626506,0.6157205240174672,0.5468277945619335
20,True,CollateralManager - no 0.5.16.hex,CollateralManager - 999999 0.8.4.hex,CollateralManager,CollateralManager,61.71875,48.83720930232558,51.724137931034484,0.7548209366391184,0.7046653144016227,0.4785801713586291,0.41125541125541126,0.2603076923076923
21,True,CollateralManager - 1 0.7.6.hex,CollateralManager - 999999 0.5.16.hex,CollateralManager,CollateralManager,69.53125,95.5223880597015,72.65625,0.9601386481802426,0.8512558442970534,0.4781456953642384,0.5778894472361809,0.3680694722778891
22,True,CollateralManager - 1 0.7.6.hex,CollateralManager - 999999 0.7.6.hex,CollateralManager,CollateralManager,73.4375,100.0,73.4375,1.0,0.912409597061187,0.5521557719054242,1.0,0.4607703281027104
23,True,CollateralManager - 1 0.7.6.hex,CollateralManager - 999999 0.6.12.hex,CollateralManager,CollateralManager,73.4375,98.48484848484848,73.4375,0.9930191972076788,0.9070432197576035,0.5204359673024523,0.9523809523809523,0.44326990838618746
24,True,CollateralManager - 1 0.7.6.hex,CollateralManager - 1 0.6.12.hex,CollateralManager,CollateralManager,96.875,98.48484848484848,96.09375,0.9930191972076788,0.9920206524290073,0.6244541484716157,0.9523809523809523,0.5550493545937737
25,True,CollateralManager - 1 0.7.6.hex,CollateralManager - 1 0.8.4.hex,CollateralManager,CollateralManager,72.65625,60.9375,68.75,0.824,0.8911196090928405,0.4715984147952444,0.3739130434782609,0.4222222222222222
26,True,CollateralManager - 1 0.7.6.hex,CollateralManager - no 0.8.4.hex,CollateralManager,CollateralManager,61.71875,53.84615384615385,44.76190476190476,0.6894243641231593,0.6208584337349398,0.455019556714472,0.3723849372384937,0.21255180580224986
27,True,CollateralManager - 1 0.7.6.hex,CollateralManager - no 0.7.6.hex,CollateralManager,CollateralManager,63.28125,63.768115942028984,50.0,0.8225108225108225,0.6811033347056402,0.4959785522788204,0.4642857142857143,0.2510690287110568
28,True,CollateralManager - 1 0.7.6.hex,CollateralManager - no 0.6.12.hex,CollateralManager,CollateralManager,63.28125,63.768115942028984,50.0,0.818705035971223,0.6816982687551525,0.48998664886515353,0.45132743362831856,0.2397094430992736
29,True,CollateralManager - 1 0.7.6.hex,CollateralManager - 999999 0.8.4.hex,CollateralManager,CollateralManager,70.3125,59.09090909090909,63.28125,0.8046875,0.859840848806366,0.46264744429882043,0.41125541125541126,0.3324658425504229
30,True,CollateralManager - 999999 0.5.16.hex,CollateralManager - 999999 0.7.6.hex,CollateralManager,CollateralManager,88.28125,95.5223880597015,85.9375,0.9601386481802426,0.9160847166571265,0.5755894590846047,0.5778894472361809,0.4586894586894587
31,True,CollateralManager - 999999 0.5.16.hex,CollateralManager - 999999 0.6.12.hex,CollateralManager,CollateralManager,89.84375,95.5223880597015,86.71875,0.9601386481802426,0.9174962810390205,0.547683923705722,0.5858585858585859,0.47656813266041814
32,True,CollateralManager - 999999 0.5.16.hex,CollateralManager - 1 0.6.12.hex,CollateralManager,CollateralManager,69.53125,95.5223880597015,72.65625,0.9601386481802426,0.8506782419967445,0.4919786096256685,0.5858585858585859,0.36442371752165226
33,True,CollateralManager - 999999 0.5.16.hex,CollateralManager - 1 0.8.4.hex,CollateralManager,CollateralManager,69.53125,60.0,65.625,0.794912559618442,0.8012491185655284,0.4392764857881137,0.3832599118942731,0.32385261797026504
34,True,CollateralManager - 999999 0.5.16.hex,CollateralManager - no 0.8.4.hex,CollateralManager,CollateralManager,65.625,53.03030303030303,50.0,0.6657789613848203,0.6453160700685453,0.4810951760104302,0.3893805309734513,0.2634176434299815
35,True,CollateralManager - 999999 0.5.16.hex,CollateralManager - no 0.7.6.hex,CollateralManager,CollateralManager,66.40625,62.857142857142854,48.275862068965516,0.7936962750716332,0.7079166666666666,0.5540355677154583,0.4537037037037037,0.29949238578680204
36,True,CollateralManager - 999999 0.5.16.hex,CollateralManager - no 0.6.12.hex,CollateralManager,CollateralManager,65.625,62.857142857142854,48.275862068965516,0.7925608011444921,0.7086949265687583,0.5392953929539296,0.4537037037037037,0.29620253164556964
37,True,CollateralManager - 999999 0.5.16.hex,CollateralManager - 999999 0.8.4.hex,CollateralManager,CollateralManager,69.53125,58.208955223880594,65.625,0.7763975155279503,0.8415437715720113,0.4810951760104302,0.42727272727272725,0.36442371752165226
38,True,CollateralManager - 999999 0.7.6.hex,CollateralManager - 999999 0.6.12.hex,CollateralManager,CollateralManager,96.875,98.48484848484848,96.09375,0.9930191972076788,0.9927051671732523,0.6886930983847284,0.9523809523809523,0.6925619834710743
39,True,CollateralManager - 999999 0.7.6.hex,CollateralManager - 1 0.6.12.hex,CollateralManager,CollateralManager,73.4375,98.48484848484848,73.4375,0.9930191972076788,0.9079579236222273,0.5586592178770949,0.9523809523809523,0.45454545454545453
40,True,CollateralManager - 999999 0.7.6.hex,CollateralManager - 1 0.8.4.hex,CollateralManager,CollateralManager,71.09375,60.9375,65.625,0.824,0.8306679209783632,0.47745358090185674,0.3739130434782609,0.36442371752165226
41,True,CollateralManager - 999999 0.7.6.hex,CollateralManager - no 0.8.4.hex,CollateralManager,CollateralManager,64.84375,53.84615384615385,46.666666666666664,0.6894243641231593,0.6167491435097069,0.4751592356687898,0.3723849372384937,0.24801950030469225
42,True,CollateralManager - 999999 0.7.6.hex,CollateralManager - no 0.7.6.hex,CollateralManager,CollateralManager,64.84375,63.768115942028984,48.275862068965516,0.8225108225108225,0.67356780577035,0.5564516129032258,0.4642857142857143,0.2945638432364096
43,True,CollateralManager - 999999 0.7.6.hex,CollateralManager - no 0.6.12.hex,CollateralManager,CollateralManager,64.0625,63.768115942028984,48.275862068965516,0.818705035971223,0.6741591741591741,0.5337748344370861,0.45132743362831856,0.28967254408060455
44,True,CollateralManager - 999999 0.7.6.hex,CollateralManager - 999999 0.8.4.hex,CollateralManager,CollateralManager,72.65625,59.09090909090909,67.1875,0.8046875,0.8722849695916595,0.4751592356687898,0.41125541125541126,0.39319727891156464
45,True,CollateralManager - 999999 0.6.12.hex,CollateralManager - 1 0.6.12.hex,CollateralManager,CollateralManager,73.4375,100.0,73.4375,1.0,0.9113373755863173,0.5393103448275862,1.0,0.45042492917847027
46,True,CollateralManager - 999999 0.6.12.hex,CollateralManager - 1 0.8.4.hex,CollateralManager,CollateralManager,71.09375,60.9375,65.625,0.8298555377207063,0.828744263662912,0.4562091503267974,0.38596491228070173,0.36989966555183945
47,True,CollateralManager - 999999 0.6.12.hex,CollateralManager - no 0.8.4.hex,CollateralManager,CollateralManager,64.84375,53.84615384615385,50.0,0.6939597315436241,0.6191346739792809,0.45202020202020204,0.38396624472573837,0.24954240390482002
48,True,CollateralManager - 999999 0.6.12.hex,CollateralManager - no 0.7.6.hex,CollateralManager,CollateralManager,64.84375,63.768115942028984,48.275862068965516,0.8251445086705202,0.675788072860351,0.5251989389920424,0.4577777777777778,0.2986683576410907
49,True,CollateralManager - 999999 0.6.12.hex,CollateralManager - no 0.6.12.hex,CollateralManager,CollateralManager,64.0625,63.768115942028984,48.275862068965516,0.823953823953824,0.6765220288165237,0.5032679738562091,0.4642857142857143,0.29129886506935687
