,isInner,id1,id2,raw ssdeep,raw ppdeep,raw ppdeep_mod,raw byteBag,raw lzjd,raw bz,raw jump,raw ncd,raw lev,raw fourbyte,skeletons ssdeep,skeletons ppdeep,skeletons ppdeep_mod,skeletons byteBag,skeletons lzjd,skeletons bz,skeletons jump,skeletons ncd,skeletons lev,skeletons fourbyte,fstSecSkel ssdeep,fstSecSkel ppdeep,fstSecSkel ppdeep_mod,fstSecSkel byteBag,fstSecSkel lzjd,fstSecSkel bz,fstSecSkel jump,fstSecSkel ncd,fstSecSkel lev,fstSecSkel fourbyte,fStat ssdeep,fStat ppdeep,fStat ppdeep_mod,fStat byteBag,fStat lzjd,fStat bz,fStat jump,fStat ncd,fStat lev,fStat fourbyte,fStat0 ssdeep,fStat0 ppdeep,fStat0 ppdeep_mod,fStat0 byteBag,fStat0 lzjd,fStat0 bz,fStat0 jump,fStat0 ncd,fStat0 lev,fStat0 fourbyte
isInner,1.0,0.12377877632353076,-0.09753010603295191,0.4557171353809624,0.45562369008377407,0.18964509915900674,0.19347924426061375,0.18811342867000466,0.09008544486333858,-0.008118671890791799,0.20334389376611517,0.21114748537622416,0.15686892720858406,0.5138959878972955,0.513812466052407,0.08624138509517092,0.18839608919415307,0.1418887407325541,0.08847843443137984,0.10504950645407456,0.2321278923486185,0.18582499053782606,,0.5139238375647267,0.513812466052407,0.09844144549589272,0.18839608919415307,0.14710824574745246,0.08213250455509725,0.1558057604928818,0.2299767199813332,0.1646879497783913,,0.20144437027358225,0.2319035680273066,0.052923633018547925,0.22299440636288667,0.13727741152304485,0.060537332004966034,0.17192908656781183,0.18377491364745155,0.23121791795027796,,0.4069940684815211,0.4069940684815211,0.05497721912791571,0.22299440636288667,0.12762157691715081,0.0783073518109319,0.14787203570237617,0.22881156285741233,0.17186445724040805,
id1,0.12377877632353076,1.0,0.32645161290322583,0.11764572390768836,0.11813255447864796,0.09423036479797064,0.11504153337517799,0.1093020773129483,0.08867770861054,0.14594823214326522,0.1248904250995614,0.09593643319709111,-0.12015687267682902,0.09205678211712706,0.09228443478116986,0.03562564351576948,0.0745618090472961,-0.13124992750629402,0.11333547728049946,0.18708865412864356,-0.01933518176638368,0.016074711820302214,,0.09209210433632034,0.09228443478116986,0.04451524711092862,0.0745618090472961,-0.1379334716812809,0.06453759456218842,0.20936561879825238,-0.02200818056163033,-0.026398089873072315,,0.01456246891418074,-0.011749897642682819,0.1335756377234336,0.08561686652451235,0.05104917567532693,0.1796654815296854,0.17379857677797714,-0.017974277276880054,0.019027128823124163,,0.1140666712532777,0.11399060144917417,0.2476386574491837,0.08561686652451235,-0.1096029460005562,0.09724498674772833,0.21818361494520666,-0.017149460723998,-0.03438798998134881,
id2,-0.09753010603295191,0.32645161290322583,1.0,-0.012026915881672167,-0.01158162298810274,-0.01151956021364908,-0.062344659787473555,-0.07835163784497484,-0.0729829923441777,0.2590069128556766,-0.05085014708965746,-0.10380703122019821,-0.16860649046640647,-0.051290945159822694,-0.05222273962969915,-0.018813341335057805,-0.11712816026916575,-0.24758622919974665,-0.05007586501862007,0.20472908141392301,-0.2257713325067401,-0.14738480599629059,,-0.051354391515609464,-0.05222273962969915,-0.011882627084520425,-0.11712816026916575,-0.28644315165694134,-0.07461167194764372,0.19924125701804896,-0.22489479402516532,-0.18350541075649418,,-0.05208431422128353,-0.07393314589779418,-0.004360329713235439,-0.14539106534088564,0.19176285806247284,0.01584007264694086,0.0963234230692572,-0.19328434644820622,-0.17520327225366658,,-0.005705235307766474,-0.005781305111870028,0.003938759475964455,-0.14539106534088564,-0.1823473737469474,-0.03448964699716107,0.22650516979479404,-0.23138015725479655,-0.1823071010116946,
raw ssdeep,0.4557171353809624,0.11764572390768836,-0.012026915881672167,1.0,0.9966505097120684,0.25439562599297494,0.2392723619164841,0.23237715114598287,0.13187664307659128,0.012574277653277028,0.24230625444087397,0.2412566570007315,0.1923982049748572,0.8794267877300384,0.8759974974201665,0.21931629837361835,0.23786843712664907,0.1928397251551537,0.16170981146760538,0.2278399496410287,0.24028904322654376,0.2387963642946767,,0.8793527032634555,0.8759974974201665,0.21804713971028383,0.23786843712664907,0.19332845772287677,0.21091002650110507,0.2205934490175208,0.24045988447986924,0.23807665901982403,,0.3370111164235714,0.30448383185853994,0.18404185822600488,0.23578795893774693,0.13309875791780018,0.13773865053123144,0.2246244056385478,0.20765949614117699,0.23643854667580905,,0.738080343054578,0.7377750357772027,0.19262410689321488,0.23578795893774693,0.2127450864692057,0.1502591206346946,0.22537577472456327,0.23887924441794414,0.23419093670482924,
raw ppdeep,0.45562369008377407,0.11813255447864796,-0.01158162298810274,0.9966505097120684,1.0,0.2552156212122168,0.23999089593749212,0.232864823389988,0.13184960162664844,0.01278939104637886,0.24295798771961824,0.24190827369293313,0.19171953619717724,0.8821675448908064,0.8787384830062794,0.22013163660507165,0.23751930031588614,0.19253212590005828,0.1623672834187225,0.22800468890320272,0.2400727761637861,0.23848030623778804,,0.882093633918242,0.8787384830062794,0.21886155177826608,0.23751930031588614,0.19302063817429185,0.21121110767884538,0.22075496388987087,0.2402435101079482,0.23776076922890563,,0.33647076435631434,0.30399081522444327,0.18389566987605935,0.23567268640980052,0.13289918277260762,0.1378497195710765,0.2251779679441765,0.2084254186554165,0.23632303220633896,,0.7365553978407081,0.7362501531669242,0.1924801706011617,0.23567268640980052,0.21239866102703267,0.15074574374061692,0.22548633035059784,0.23876335336353272,0.23387581972868532,
raw ppdeep_mod,0.18964509915900674,0.09423036479797064,-0.01151956021364908,0.25439562599297494,0.2552156212122168,1.0,0.6323511768155664,0.304587484143737,0.39330034491100774,-0.29007569360802754,0.5819639692886608,0.5676381760205483,0.2968442797667767,0.25993750122733594,0.2589570044139961,0.7016889706234858,0.6395152387010069,0.06920874715579649,0.40539984319821726,-0.08036496366978078,0.5253168035475514,0.5564972964517231,,0.2599192276104089,0.2589570044139961,0.7110187568345163,0.6395152387010069,0.05070214137636732,0.31904100752126296,-0.07655478593294945,0.5221684616461041,0.5166649851284961,,0.1170184336857006,0.1060619154618502,0.343660107454575,0.5928055316007491,0.09054483668688731,0.25709977579264254,0.02866324609082623,0.4337000866400651,0.49031329381490657,,0.22081822672116777,0.22073707338536433,0.353234369210435,0.5928055316007491,0.25673579685452674,0.2784165579331551,-0.03248195849430163,0.4902076295621198,0.5333811563760129,
raw byteBag,0.19347924426061375,0.11504153337517799,-0.062344659787473555,0.2392723619164841,0.23999089593749212,0.6323511768155664,1.0,0.29868653642591203,0.45577663835739657,-0.25280510800879236,0.7146849739762986,0.8352319751447655,0.3310642219183654,0.2646639300790752,0.2636998227719102,0.5420391215457674,0.8317076947171927,0.07034191710921098,0.4517327450943717,0.023388463325649658,0.6534370329843661,0.8094283769678632,,0.26464855396759235,0.2636998227719102,0.548528541137214,0.8317076947171927,0.0517528705449524,0.4061861890176693,0.014058703522876859,0.64676894151766,0.7164836395276616,,0.13116958647815358,0.14177050516769357,0.4809829242333608,0.6691282072021145,0.004248574368818629,0.28243426068959004,0.18822831856035083,0.5800290272329989,0.5735263709438678,,0.2075642092498785,0.2074896799108301,0.47824361939474946,0.6691282072021145,0.26519726844772007,0.3691765308017967,0.06517326559169183,0.5530749158677136,0.7308381083379766,
raw lzjd,0.18811342867000466,0.1093020773129483,-0.07835163784497484,0.23237715114598287,0.232864823389988,0.304587484143737,0.29868653642591203,1.0,0.20854537762113035,-0.24668595857423015,0.3161879567796985,0.2844541574455812,0.04386604726121033,0.2336892971342331,0.23272791111881433,0.33304551609714006,0.2647417989788936,0.45463878141200265,0.20928345008581953,-0.11856878042375256,0.2457247056825491,0.20104486158556004,,0.23364237405920388,0.23272791111881433,0.33893005256183967,0.2647417989788936,0.45035407962117036,0.15310897125453654,-0.1045537372145961,0.24699245243288284,0.2011763768032276,,0.08512827455191627,0.09332815332643384,0.2910239831384978,0.2814644958234853,0.08338838286552122,0.22648578993662927,0.06691863816269318,0.18383445391765985,0.26491416233944465,,0.204162799121103,0.20408808263469086,0.37613182385913335,0.2814644958234853,0.2795915939178902,0.14285868834307916,-0.09668789608540301,0.26431811981722836,0.18668854916744443,
raw bz,0.09008544486333858,0.08867770861054,-0.0729829923441777,0.13187664307659128,0.13184960162664844,0.39330034491100774,0.45577663835739657,0.20854537762113035,1.0,-0.19524028876625538,0.41430729999142285,0.45582204967555295,0.2361910678318361,0.131103926971475,0.13007593384715968,0.3601632269768134,0.5294776448784784,0.08483526362650717,0.616641685924086,-0.0023323538708477833,0.49202347337405167,0.48536102771096096,,0.1310500074621457,0.13007593384715968,0.3556015533957829,0.5294776448784784,0.08641947228373359,0.648041968960144,0.0010624590843796126,0.49091300909240815,0.5281625773201903,,0.06260981895266822,0.03238131423082145,0.22427707146963413,0.5803547174620671,0.0804068701002653,0.39049665848296705,0.19893347376239873,0.445343591878908,0.5739191533135913,,0.14702999377989506,0.14695347543808923,0.2608538824158526,0.5803547174620671,0.18186227666534632,0.6339603092952639,0.038421024139528706,0.4875951703008069,0.5190873018745898,
raw jump,-0.008118671890791799,0.14594823214326522,0.2590069128556766,0.012574277653277028,0.01278939104637886,-0.29007569360802754,-0.25280510800879236,-0.24668595857423015,-0.19524028876625538,1.0,-0.26406166076846593,-0.24928836272743446,-0.17199397691848872,0.01710658413463877,0.016473918729228907,-0.25601952397793876,-0.27588419884144627,-0.2440896907772417,-0.14518960340814133,0.39638432017208075,-0.3079181809898303,-0.274303939449225,,0.017107511195153455,0.016473918729228907,-0.2573340372158018,-0.27588419884144627,-0.23521641629682752,-0.14030530629563784,0.3977827936912324,-0.3070802686509872,-0.277446213421703,,0.06191826290440204,0.04748880389150072,-0.22312755119955757,-0.2935092293386072,0.05299721898061162,-0.05636978106116316,0.16707329685979103,-0.2707550317966148,-0.2809073720530659,,0.06465698182848574,0.06477851750861449,-0.19211369997181985,-0.2935092293386072,-0.2120971818542262,-0.12497207704720771,0.38724709064465423,-0.3259429886802832,-0.2768463156403979,
raw ncd,0.20334389376611517,0.1248904250995614,-0.05085014708965746,0.24230625444087397,0.24295798771961824,0.5819639692886608,0.7146849739762986,0.3161879567796985,0.41430729999142285,-0.26406166076846593,1.0,0.7651311439883577,0.26847376181218696,0.27055942545064293,0.2694746651424902,0.490465748364484,0.6884520932599206,0.1599330121166221,0.43849714565068537,0.0008655072395476108,0.6693925862798977,0.6907774336751952,,0.27054434470965794,0.2694746651424902,0.4951602356551199,0.6884520932599206,0.1428762196670151,0.38755908951324947,-0.022848150738750204,0.66381986339825,0.621073148298815,,0.13565193571942485,0.14725167573444056,0.4471517232468882,0.6020165820767864,0.07699109048012794,0.2838975753598126,0.1812795843735448,0.5390191398950434,0.5445814517593752,,0.21407284134901058,0.2139982515088193,0.445310345014009,0.6020165820767864,0.29796120592425795,0.363322778192152,0.031987384514628174,0.5423814718339032,0.60902168898097,
raw lev,0.21114748537622416,0.09593643319709111,-0.10380703122019821,0.2412566570007315,0.24190827369293313,0.5676381760205483,0.8352319751447655,0.2844541574455812,0.45582204967555295,-0.24928836272743446,0.7651311439883577,1.0,0.3618326461432516,0.271561083219164,0.270595543297896,0.49103046179306276,0.7942484754746221,0.14035497084923648,0.4819280728137919,0.025578488958821075,0.7002460125808802,0.8364001101116684,,0.27154607083131865,0.270595543297896,0.49778502347059506,0.7942484754746221,0.12747320189643718,0.4222438607428689,0.010011062740299998,0.6915800364576377,0.7332050460109403,,0.13443676554663517,0.14665618011887258,0.4231800265751717,0.6452689821961761,0.03303227016938253,0.2691659454712347,0.21473196978405584,0.5818791111862802,0.5896671013587496,,0.21315147357887945,0.2132260281341711,0.43038122345679997,0.6452689821961761,0.31192977890746854,0.3912074367048878,0.06795220516750793,0.5736733351717204,0.7216668037525921,
