,isInner,id1,id2,group1,group2,raw ppdeep,raw ppdeep_mod,raw byteBag,raw lzjd,raw jump,raw ncd,raw fourbytes,skeletons ppdeep,skeletons ppdeep_mod,skeletons byteBag,skeletons lzjd,skeletons jump,skeletons ncd,skeletons fourbytes,fstSecSkel ppdeep,fstSecSkel ppdeep_mod,fstSecSkel byteBag,fstSecSkel lzjd,fstSecSkel jump,fstSecSkel ncd,fstSecSkel fourbytes,fStat ppdeep,fStat ppdeep_mod,fStat byteBag,fStat lzjd,fStat jump,fStat ncd,fStat fourbytes,fStat0 ppdeep,fStat0 ppdeep_mod,fStat0 byteBag,fStat0 lzjd,fStat0 jump,fStat0 ncd,fStat0 fourbytes
39,True,334992245,1131669342,smart GnosisSafe,smart GnosisSafe,0,49.397590361445786,0.8394539850286218,0.3333333333333333,0.05128205128205132,0.3204554697031314,0.7027027027027027,0,50.79365079365079,0.8374555237351384,0.39509536784741145,0.1977611940298507,0.3639896373056995,1,0,50.78125,0.8374555237351384,0.39509536784741145,0.1977611940298507,0.3630077787381158,1,0,51.515151515151516,0.7954671088999448,0.2641975308641975,0.22388059701492535,0.21135029354207435,1,0,36.26373626373626,0.7954671088999448,0.4301675977653631,0.2052238805970149,0.23644859813084113,1
40,True,334992245,1131681407,smart GnosisSafe,smart GnosisSafe,0,51.31578947368421,0.8939670055630156,0.3333333333333333,0.040322580645161255,0.3233480176211454,0.7222222222222222,0,52.38095238095238,0.8810415886099663,0.42618384401114207,0.19183673469387752,0.38322520852641334,1,0,52.34375,0.8810415886099663,0.42618384401114207,0.19183673469387752,0.3823665893271462,1,0,52.30769230769231,0.8453731343283583,0.30279898218829515,0.2326530612244898,0.2219873150105708,1,0,35.16483516483517,0.8453731343283583,0.40273972602739727,0.21224489795918366,0.25653923541247486,1
41,True,334992245,964718461,smart GnosisSafe,smart GnosisSafe,0,46.73913043478261,0.5380780947106065,0.21904761904761905,0.05078125,0.19799691833590138,0.7222222222222222,0,43.75,0.7390870314910609,0.21904761904761905,0.14566929133858264,0.15311550151975684,1,0,43.87755102040816,0.7390870314910609,0.21904761904761905,0.14566929133858264,0.1520912547528517,1,0,49.20634920634921,0.7980594299575501,0.2132701421800948,0.1889763779527559,0.15714285714285714,1,0,0.0,0.7980594299575501,0.29620253164556964,0.1692913385826772,0.13249516441005801,1
42,True,456797118,551359043,smart GnosisSafe,smart GnosisSafe,0,51.282051282051285,0.9271309868359631,0.47126436781609193,0.0234375,0.5411305147058824,0.9393939393939394,0,60.869565217391305,0.9282913165266107,0.5421686746987951,0.5224489795918368,0.6638095238095238,1,0,60.416666666666664,0.9282913165266107,0.5421686746987951,0.5224489795918368,0.6644423260247855,1,65,63.366336633663366,0.8901098901098901,0.4341736694677871,0.563265306122449,0.48464912280701755,1,0,63.96396396396396,0.8901098901098901,0.501466275659824,0.5265306122448979,0.52218782249742,1
43,True,456797118,609247614,smart GnosisSafe,smart GnosisSafe,0,50.0,0.8807833859095688,0.3875338753387534,0.03308823529411764,0.432016210739615,0.8857142857142857,0,53.191489361702125,0.8769391668119226,0.48405797101449277,0.49063670411985016,0.5764192139737991,1,0,53.06122448979592,0.8769391668119226,0.48405797101449277,0.49063670411985016,0.576048951048951,1,0,61.19402985074627,0.8395261173936457,0.4065934065934066,0.5168539325842696,0.38811881188118813,1,0,58.97435897435897,0.8395261173936457,0.4670487106017192,0.49063670411985016,0.4299153339604892,1
44,True,456797118,618313905,smart GnosisSafe,smart GnosisSafe,0,45.348837209302324,0.5670599891911368,0.23373493975903614,0.015037593984962405,0.22945205479452055,0.8857142857142857,0,37.234042553191486,0.77720823798627,0.21040189125295508,0.27203065134099613,0.21213277375047693,1,0,37.5,0.77720823798627,0.21040189125295508,0.27203065134099613,0.21191294387170675,1,0,55.0,0.7935337492909813,0.30612244897959184,0.3639846743295019,0.20404040404040405,1,0,35.41666666666667,0.7935337492909813,0.36533333333333334,0.27969348659003834,0.16827852998065765,1
45,True,456797118,581146901,smart GnosisSafe,smart GnosisSafe,0,49.333333333333336,0.9175755902250449,0.4755043227665706,0.01158301158301156,0.5322287789378121,0.9117647058823529,0,60.869565217391305,0.9163913362701909,0.5562310030395137,0.545816733067729,0.6586402266288952,1,0,60.416666666666664,0.9163913362701909,0.5562310030395137,0.545816733067729,0.6595744680851063,1,0,63.492063492063494,0.8779102782509938,0.39509536784741145,0.5697211155378485,0.48148148148148145,1,0,65.48672566371681,0.8779102782509938,0.4670487106017192,0.545816733067729,0.5148413510747185,1
46,True,456797118,864750641,smart GnosisSafe,smart GnosisSafe,0,45.97701149425287,0.8858717214018074,0.39509536784741145,0.02583025830258301,0.413265306122449,0.7027027027027027,0,51.58730158730159,0.8766872768440304,0.5283582089552239,0.4398496240601504,0.5429314830875975,1,0,52.34375,0.8766872768440304,0.5283582089552239,0.4398496240601504,0.5421006944444444,1,0,54.6875,0.8441698011821601,0.39509536784741145,0.4736842105263158,0.35502958579881655,1,0,58.11965811965812,0.8441698011821601,0.47126436781609193,0.443609022556391,0.40487347703842547,1
47,True,456797118,1131669342,smart GnosisSafe,smart GnosisSafe,0,50.0,0.8849573100959423,0.3689839572192513,0.03663003663003661,0.4084993899959333,0.7027027027027027,0,51.58730158730159,0.8746307558644657,0.5238095238095238,0.4402985074626866,0.5371329879101899,1,0,52.34375,0.8746307558644657,0.5238095238095238,0.4402985074626866,0.5367329299913569,1,0,54.6875,0.8425281199785752,0.3875338753387534,0.47388059701492535,0.3561643835616438,1,0,58.11965811965812,0.8425281199785752,0.45454545454545453,0.44402985074626866,0.3981308411214953,1
48,True,456797118,1131681407,smart GnosisSafe,smart GnosisSafe,0,52.0,0.9125984623366822,0.38005390835579517,0.0,0.4079295154185022,0.7222222222222222,0,53.96825396825397,0.9259189621133779,0.49707602339181284,0.4285714285714286,0.5523632993512512,1,0,53.90625,0.9259189621133779,0.49707602339181284,0.4285714285714286,0.5517401392111368,1,0,53.96825396825397,0.8770726129216695,0.3989071038251366,0.4693877551020408,0.3678646934460888,1,0,58.97435897435897,0.8770726129216695,0.45042492917847027,0.4285714285714286,0.4154929577464789,1
