,isInner,id1,id2,raw ssdeep,raw ppdeep,raw ppdeep_mod,raw byteBag,raw lzjd,raw bz,raw jump,raw ncd,raw fourbytes,skeletons ssdeep,skeletons ppdeep,skeletons ppdeep_mod,skeletons byteBag,skeletons lzjd,skeletons bz,skeletons jump,skeletons ncd,skeletons fourbytes,fstSecSkel ssdeep,fstSecSkel ppdeep,fstSecSkel ppdeep_mod,fstSecSkel byteBag,fstSecSkel lzjd,fstSecSkel bz,fstSecSkel jump,fstSecSkel ncd,fstSecSkel fourbytes,fStat ssdeep,fStat ppdeep,fStat ppdeep_mod,fStat byteBag,fStat lzjd,fStat bz,fStat jump,fStat ncd,fStat fourbytes,fStat0 ssdeep,fStat0 ppdeep,fStat0 ppdeep_mod,fStat0 byteBag,fStat0 lzjd,fStat0 bz,fStat0 jump,fStat0 ncd,fStat0 fourbytes
fStat byteBag,0.4611590354223941,-0.11480584894902297,-0.009132703223458683,0.06827561797425886,0.06828707827279712,0.615735998727996,0.8014261966620643,0.6944715533840643,0.7862831345143858,0.13562194161291238,0.6291756543530178,0.5259335058625856,0.14801098538156648,0.14819932410294365,0.695311033328548,0.8635554090920747,0.6321282038156659,0.7813608193662013,0.6600038002869527,0.60140984430596,,0.1500605204888928,0.15027047048519035,0.6949271127836614,0.9049643536055184,0.640369954965891,0.8070090422150548,0.65940542461072,0.613018085647249,,0.21206244577206423,0.2121412427958487,0.609681942623084,1.0,-0.26429214168232784,0.7992788408210959,0.7058169244368566,0.6363244705106792,,0.16473568876160213,0.1647818205234742,0.40726643904645654,0.9999999999999999,0.4546693883471691,0.8179913178573947,0.6552294092850017,0.6486238361769914,
fStat lzjd,-0.012557646815990895,0.0005769253705421917,-0.07057132217407841,0.06761450742001365,0.06761670260110679,-0.23169646223911325,-0.2781209385726522,-0.12867399738619478,-0.275602094891583,-0.21617984540651075,-0.06943820999114206,-0.09975703238649745,0.05902721520492387,0.0589557189578485,-0.27452309358571036,-0.2858769194480563,-0.08040343155949074,-0.27401674142085525,-0.19780817948070997,-0.06894174998640265,,0.0615705148981576,0.06150542015102873,-0.2733059884382617,-0.27448446069174476,-0.06535397440029128,-0.2639690969132082,-0.1916739428355983,-0.06618665304048907,,0.15853869182066274,0.15818009985040446,-0.22712715160597163,-0.26429214168232784,1.0,-0.27121640145524245,-0.15437658026259463,-0.0142322700444666,,0.1308520268059314,0.13067265967878136,-0.161746978856024,-0.2642921416823279,0.11119144582766997,-0.2713710935397261,-0.18892138608893505,-0.056447728704633215,
fStat bz,0.4620274700419207,-0.10046839251472474,0.04052212122198556,0.06829066713093958,0.06829994367198988,0.590231369916439,0.7335532118425311,0.6845308473554834,0.8432358161257726,0.13359946657459007,0.6214586008825193,0.5117580998083164,0.15865126333617266,0.15878911975581886,0.6425251526519946,0.7770680072431397,0.6155053129655188,0.8443609271399282,0.7055796353614144,0.5966082268976396,,0.16073314677622585,0.16088958161444186,0.6407080094112143,0.802485923498243,0.6200831109825452,0.8825441716236497,0.705767416660882,0.6072440234709191,,0.21073804612205793,0.210736401051795,0.5609325713943688,0.7992788408210959,-0.27121640145524245,1.0,0.7464852298051606,0.6185863079807086,,0.16596227446624778,0.16599008186765607,0.39297769420830647,0.7992788408210959,0.41721461522653674,0.892799950149865,0.705035085509274,0.628774463474233,
fStat jump,0.5140867143339646,-0.1244471473412673,-0.015023252812623247,0.07185611905278921,0.07186636247350825,0.5421749074413473,0.6579446474545441,0.6598109526587684,0.7218308228987755,0.14613173926563183,0.6585693056228625,0.563806801685748,0.15601335381104606,0.15604813285631475,0.6044267096717154,0.689023883714874,0.6075442662033658,0.7337788772021108,0.7547197066817334,0.6346938735119554,,0.15826795805068752,0.15831534839490216,0.5958199759625431,0.7052256752261414,0.6086930503880856,0.7598647708037016,0.7553434079388035,0.6439983157285694,,0.22416986050629648,0.22411089645056356,0.48111850588500343,0.7058169244368566,-0.15437658026259463,0.7464852298051606,1.0,0.6564318051813897,,0.1764434899162686,0.176440683981042,0.3412682134381733,0.7058169244368567,0.4138345255638455,0.7567226855278666,0.7581529697046216,0.6578650916972154,
fStat ncd,0.48107448183640616,-0.10974385026664486,-0.01018364227651019,0.07338577344721492,0.07339661170709291,0.4942813393589272,0.5753439036171863,0.6904844337313224,0.6021318291676797,0.04554836626784962,0.7193297050014691,0.4720517086313145,0.1563923130245373,0.15645545353563722,0.5074023178650527,0.5988731429061054,0.676077244471785,0.607301252469176,0.5879522083953704,0.6934332438215256,,0.15920855424530986,0.15929187401627465,0.5076092983928017,0.6241760444974489,0.6973742057175935,0.6307607089655274,0.5898378426701126,0.7094557411271672,,0.2328244847022481,0.23268200350680357,0.47219797599577024,0.6363244705106792,-0.0142322700444666,0.6185863079807086,0.6564318051813897,1.0,,0.20237066114933966,0.2022525962846358,0.3345283838164508,0.6363244705106791,0.5591820189911326,0.6292558972473257,0.5896082577861511,0.811145225556516,
fStat fourbytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
fStat0 ssdeep,0.22353598454825424,-0.001847405110768564,0.01462191821771268,0.296338329577441,0.2963765597487081,0.1482130089148345,0.1657545383917483,0.19515080571933338,0.15692027679741982,0.0021737482222382244,0.20417470658241588,0.17171560509832892,0.39583417215183675,0.3957100026035576,0.16455422271690537,0.1620536523924042,0.19887275589974812,0.15929145930873062,0.18720206111746127,0.21240377660243884,,0.40932711478788036,0.4092684352310004,0.16930125654143197,0.16603439120408156,0.20083172455671652,0.16073199836814597,0.18824115184050044,0.2127278400683461,,0.5475224020489533,0.546677999564696,0.1621254813219237,0.16473568876160213,0.1308520268059314,0.16596227446624778,0.1764434899162686,0.20237066114933966,,1.0,0.9978912726684712,0.22696113950088143,0.16473568876160213,0.179363617320226,0.15807487178425406,0.1890668438467745,0.21262392989722093,
fStat0 ppdeep,0.2236019404151555,-0.0018869518584903422,0.014675980064249068,0.29620513807801446,0.2962451305003184,0.1481859037345855,0.16578691937783216,0.19502024828614564,0.15695651442045308,0.002236492134866297,0.20410910482954658,0.1719328010506092,0.39541730611480896,0.3953015698651145,0.16454665441783659,0.16209444292792818,0.19868817874398503,0.15933028725115758,0.18713331289690413,0.2122925218492915,,0.4089424090665309,0.4088961095322811,0.16930089632436174,0.1660778596070831,0.20064634221257766,0.1607835447960048,0.18817748315332666,0.21261772088236974,,0.5474859833759406,0.5466654073505225,0.1622576958877724,0.1647818205234742,0.13067265967878136,0.16599008186765607,0.176440683981042,0.2022525962846358,,0.9978912726684712,1.0,0.22740206486744718,0.16478182052347418,0.17917327401144476,0.15813608802270235,0.18898914652784773,0.21244878077834337,
fStat0 ppdeep_mod,0.17973054496057903,0.06045772148317236,0.008537556240066893,0.06593295821694035,0.06594292375940904,0.3565303815080746,0.3936018446520464,0.3618986201521391,0.38225716527046033,0.11985339334318709,0.3456271027239504,0.21456661750056533,0.12036074195792078,0.12030488959454465,0.334327158601246,0.39962436461083795,0.3372087467601753,0.38240524802787235,0.3567682072188431,0.3547791115238594,,0.12414506662696226,0.12410854889032524,0.34127142633984064,0.4076012988862814,0.3382064896724544,0.39110393771744234,0.35394812581252716,0.3604208128708826,,0.18237277837567167,0.18216601203377336,0.35271381957692244,0.40726643904645654,-0.161746978856024,0.39297769420830647,0.3412682134381733,0.3345283838164508,,0.22696113950088143,0.22740206486744718,1.0,0.4072664390464566,0.20208002156917712,0.38649428944386816,0.35509132440562047,0.36270470351084133,
fStat0 byteBag,0.4611590354223941,-0.11480584894902297,-0.009132703223458683,0.06827561797425886,0.06828707827279712,0.615735998727996,0.8014261966620643,0.6944715533840643,0.7862831345143858,0.13562194161291238,0.6291756543530178,0.5259335058625856,0.14801098538156648,0.14819932410294365,0.695311033328548,0.8635554090920747,0.6321282038156659,0.7813608193662013,0.6600038002869527,0.60140984430596,,0.1500605204888928,0.15027047048519035,0.6949271127836614,0.9049643536055184,0.640369954965891,0.8070090422150548,0.65940542461072,0.613018085647249,,0.21206244577206423,0.2121412427958487,0.609681942623084,0.9999999999999999,-0.2642921416823279,0.7992788408210959,0.7058169244368567,0.6363244705106791,,0.16473568876160213,0.16478182052347418,0.4072664390464566,1.0,0.4546693883471691,0.8179913178573947,0.6552294092850017,0.6486238361769914,
fStat0 lzjd,0.28663101272395763,-0.09826213865029032,-0.04403978968529789,0.07314021030096517,0.07314394738792027,0.3623647369863842,0.42282851713125397,0.5260754059162347,0.405126386645003,-0.09174103695718898,0.4468742988211412,0.2627679624666213,0.1446433389469701,0.144660037505629,0.3968827715898473,0.4230058288845275,0.5859127495973225,0.4052291937418802,0.3759145602800368,0.4209137386927251,,0.1471692556550965,0.14721321043008465,0.4086455928289259,0.45141425185063794,0.6218913511991587,0.41697485043581445,0.3771119537380463,0.4299866464281219,,0.20944262835018723,0.2092045354953034,0.43348682495990637,0.4546693883471691,0.11119144582766997,0.41721461522653674,0.4138345255638455,0.5591820189911326,,0.179363617320226,0.17917327401144476,0.20208002156917712,0.4546693883471691,1.0,0.4203239007908375,0.3798844528836581,0.5208719338474527,
fStat0 bz,0.4870112971694853,-0.11750154129778566,0.017542155986137998,0.0663692604121366,0.06637803187332181,0.5925593993852468,0.7443485975080039,0.685247832989821,0.8728873214258722,0.13421746799139203,0.6332575569570293,0.5423714697871506,0.15090869745249247,0.15105270790950057,0.6598370082151981,0.7944024724330322,0.6145762941135333,0.8829251115867848,0.7134038092671127,0.6012571135716496,,0.15300225306764917,0.1531650699607746,0.6559077021108917,0.820349931151126,0.6181147639178313,0.9308175973171358,0.7146760726184213,0.6120846838023178,,0.20421288512553468,0.2042909161311808,0.5631796542071439,0.8179913178573947,-0.2713710935397261,0.892799950149865,0.7567226855278666,0.6292558972473257,,0.15807487178425406,0.15813608802270235,0.38649428944386816,0.8179913178573947,0.4203239007908375,1.0,0.711624948147345,0.636976432831661,
fStat0 jump,0.4540938344875124,-0.08536808055970832,0.028542549319370607,0.06951914292200695,0.06952961578894831,0.5122587143125853,0.6309216449615453,0.6262984422712299,0.7065337112236362,0.12493087866159135,0.6245257997865987,0.5081785667224746,0.17489763469983263,0.17491950660617517,0.5745599576452038,0.6628714899015407,0.5851151970430678,0.7198066020577468,0.8445519640086496,0.6168080417748769,,0.17732553930976044,0.17735974052778164,0.5904974387607742,0.6652129108747871,0.5740679676056679,0.7119254335826364,0.8657249005395151,0.612125746489777,,0.1952869622278765,0.19515305605901045,0.45660226005622495,0.6552294092850017,-0.18892138608893505,0.705035085509274,0.7581529697046216,0.5896082577861511,,0.1890668438467745,0.18898914652784773,0.35509132440562047,0.6552294092850017,0.3798844528836581,0.711624948147345,1.0,0.635494954467918,
fStat0 ncd,0.48250407536124573,-0.08652284338735831,0.014476026248030118,0.0736481271672058,0.07365791587138427,0.5073350800438766,0.6177417919465354,0.7255885900184316,0.6236359207189995,0.07143528260399741,0.7996926752068467,0.49156857803921006,0.17069723692202707,0.17075845004172605,0.5286146518927931,0.6298514683769006,0.7087828396805327,0.6306813966888436,0.6335419859384912,0.8022220109201392,,0.17345566558641082,0.17353793558496,0.5317914490369475,0.6475296317604123,0.7174080483724571,0.6388868695073138,0.6341420296285462,0.8139350978452747,,0.2304854686794285,0.23030371416902604,0.4803334845716743,0.6486238361769914,-0.056447728704633215,0.628774463474233,0.6578650916972154,0.811145225556516,,0.21262392989722093,0.21244878077834337,0.36270470351084133,0.6486238361769914,0.5208719338474527,0.636976432831661,0.635494954467918,1.0,
fStat0 fourbytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
