,isInner,id1,id2,group1,group2,raw ssdeep,raw ppdeep,raw ppdeep_mod,raw byteBag,raw lzjd,raw bz,raw jump,raw fourbytes,skeletons ssdeep,skeletons ppdeep,skeletons ppdeep_mod,skeletons byteBag,skeletons lzjd,skeletons bz,skeletons jump,skeletons fourbytes,fstSecSkel ssdeep,fstSecSkel ppdeep,fstSecSkel ppdeep_mod,fstSecSkel byteBag,fstSecSkel lzjd,fstSecSkel bz,fstSecSkel jump,fstSecSkel fourbytes,fStat ssdeep,fStat ppdeep,fStat ppdeep_mod,fStat byteBag,fStat lzjd,fStat bz,fStat jump,fStat fourbytes,fStat0 ssdeep,fStat0 ppdeep,fStat0 ppdeep_mod,fStat0 byteBag,fStat0 lzjd,fStat0 bz,fStat0 jump,fStat0 fourbytes
10,True,60386390,284085267,multisig WalletSimple/BitGo forwarder,multisig WalletSimple/BitGo forwarder,0.0,0.0,0.5164835164835165,0.4290830945558739,0.29292929292929293,0.75,0.0,1.0,0.0,0.0,0.4727272727272727,0.6651718983557549,0.3076923076923077,0.5789473684210527,0.1578947368421053,1,0.0,0.0,0.4642857142857143,0.6651718983557549,0.30193905817174516,0.736842105263158,0.10526315789473684,1,0.0,0.0,0.4,0.704,0.43859649122807015,0.5263157894736843,0.3157894736842105,1,0.0,0.0,0.0,0.704,0.4166666666666667,0.6842105263157895,0.10526315789473684,1
11,True,60386390,286760415,multisig WalletSimple/BitGo forwarder,multisig WalletSimple/BitGo forwarder,0.0,0.0,0.5476190476190476,0.7429760665972945,0.35809018567639256,0.7272727272727273,0.0,0.75,0.0,0.0,0.5319148936170213,0.8089171974522293,0.4124629080118694,0.6666666666666667,0.09523809523809523,1,0.0,0.0,0.5234375,0.8089171974522293,0.4114114114114114,0.6666666666666667,0.09523809523809523,1,0.0,0.0,0.36,0.6850393700787402,0.5185185185185185,0.6666666666666667,0.47619047619047616,1,0.0,0.0,0.4,0.6850393700787402,0.4782608695652174,0.5714285714285714,0.1428571428571429,1
12,True,60386390,290379721,multisig WalletSimple/BitGo forwarder,multisig WalletSimple/BitGo forwarder,0.0,0.0,0.5131578947368421,0.713971397139714,0.3473684210526316,0.6818181818181819,0.045454545454545414,1.0,0.0,0.0,0.5333333333333333,0.7973199329983249,0.37572254335260113,0.6842105263157895,0.10526315789473684,1,0.0,0.0,0.5238095238095238,0.7973199329983249,0.37026239067055394,0.736842105263158,0.10526315789473684,1,0.0,0.0,0.37,0.6885245901639344,0.4909090909090909,0.7894736842105263,0.5263157894736843,1,0.0,0.0,0.4074074074074074,0.6885245901639344,0.4068965517241379,0.6842105263157895,0.10526315789473684,1
13,True,60386390,291420953,multisig WalletSimple/BitGo forwarder,multisig WalletSimple/BitGo forwarder,0.0,0.0,0.5,0.7108167770419426,0.3473684210526316,0.6818181818181819,0.0,1.0,0.0,0.0,0.5555555555555556,0.7929292929292929,0.367816091954023,0.6842105263157895,0.10526315789473684,1,0.0,0.0,0.5434782608695652,0.7929292929292929,0.36231884057971014,0.736842105263158,0.10526315789473684,1,0.0,0.0,0.37,0.6885245901639344,0.4909090909090909,0.7894736842105263,0.5263157894736843,1,0.0,0.0,0.4074074074074074,0.6885245901639344,0.43661971830985913,0.6842105263157895,0.10526315789473684,1
14,True,60386390,292716335,multisig WalletSimple/BitGo forwarder,multisig WalletSimple/BitGo forwarder,0.0,0.0,0.4803921568627451,0.3643926788685524,0.2549019607843137,0.6296296296296297,0.03703703703703709,0.6,0.0,0.0,0.3768115942028985,0.5782710280373832,0.23958333333333334,0.5555555555555556,0.14814814814814814,1,0.0,0.0,0.37142857142857144,0.5782710280373832,0.2335958005249344,0.5925925925925926,0.11111111111111116,1,0.0,0.0,0.43,0.5679012345679012,0.43859649122807015,0.4444444444444444,0.2222222222222222,1,0.0,0.0,0.0,0.5679012345679012,0.43661971830985913,0.4814814814814815,0.14814814814814814,1
15,True,60386390,294770598,multisig WalletSimple/BitGo forwarder,multisig WalletSimple/BitGo forwarder,0.0,0.0,0.5,0.7510683760683761,0.3617021276595745,0.75,0.0,0.75,0.0,0.0,0.5681818181818182,0.8177339901477833,0.39589442815249265,0.6842105263157895,0.10526315789473684,1,0.0,0.0,0.5555555555555556,0.8177339901477833,0.3905325443786982,0.736842105263158,0.10526315789473684,1,0.0,0.0,0.32,0.71900826446281,0.5185185185185185,0.631578947368421,0.42105263157894735,1,0.0,0.0,0.41666666666666663,0.71900826446281,0.4166666666666667,0.5789473684210527,0.1578947368421053,1
16,True,60386390,296742797,multisig WalletSimple/BitGo forwarder,multisig WalletSimple/BitGo forwarder,0.0,0.0,0.47572815533980584,0.36117256637168144,0.26732673267326734,0.6296296296296297,0.0,0.6,0.0,0.0,0.37142857142857144,0.5794392523364486,0.2236503856041131,0.5555555555555556,0.14814814814814814,1,0.0,0.0,0.3661971830985915,0.5794392523364486,0.22715404699738903,0.5925925925925926,0.11111111111111116,1,0.0,0.0,0.43,0.5679012345679012,0.5185185185185185,0.4444444444444444,0.2592592592592593,1,0.0,0.0,0.0,0.5679012345679012,0.45714285714285713,0.4814814814814815,0.14814814814814814,1
17,True,60386390,301425314,multisig WalletSimple/BitGo forwarder,multisig WalletSimple/BitGo forwarder,0.0,0.0,0.49,0.5956416464891041,0.29620253164556964,0.6,0.040000000000000036,0.6,0.0,0.0,0.5238095238095238,0.6805736636245111,0.3561253561253561,0.625,0.08333333333333337,1,0.0,0.0,0.5234375,0.6805736636245111,0.3467048710601719,0.6666666666666667,0.08333333333333337,1,0.0,0.0,0.4,0.6402877697841727,0.4909090909090909,0.5416666666666667,0.375,1,0.0,0.0,0.0,0.6402877697841727,0.48905109489051096,0.5833333333333333,0.16666666666666663,1
18,True,60386390,302093770,multisig WalletSimple/BitGo forwarder,multisig WalletSimple/BitGo forwarder,0.0,0.0,0.5333333333333333,0.5850622406639004,0.309462915601023,0.6956521739130435,0.04347826086956519,0.75,0.0,0.0,0.5238095238095238,0.6361355081555834,0.3522727272727273,0.5909090909090908,0.13636363636363635,1,0.0,0.0,0.5234375,0.6361355081555834,0.3505747126436782,0.6363636363636364,0.13636363636363635,1,0.0,0.0,0.37,0.6323529411764706,0.43859649122807015,0.5909090909090908,0.36363636363636365,1,0.0,0.0,0.4186046511627907,0.6323529411764706,0.45714285714285713,0.5454545454545454,0.18181818181818177,1
19,True,60386390,307099924,multisig WalletSimple/BitGo forwarder,multisig WalletSimple/BitGo forwarder,0.0,0.0,0.6511627906976745,0.7690557451649602,0.4341736694677871,0.7142857142857143,0.09523809523809523,0.75,0.66,0.79,0.7698412698412699,0.8617021276595744,0.49185667752442996,0.6842105263157895,0.4736842105263158,1,0.66,0.77,0.765625,0.8617021276595744,0.48514851485148514,0.6842105263157895,0.4736842105263158,1,0.38,0.38,0.38,0.7818181818181819,0.5185185185185185,0.6842105263157895,0.631578947368421,1,0.6,0.6,0.6,0.7818181818181819,0.48905109489051096,0.631578947368421,0.4736842105263158,1
