code_id,skeleton_id,wallet_type,interface,latest_deployment_address,bytecode
1910520,21113,multisig Gavin Wood/Ethereum/Parity,{},0x3c7771db7f343b79003e8c9ba787bbe47764ed05,0x3660008037602060003660003473d658a4b8247c14868f3c512fa5cbb6e458e4a98961235a5a03f260206000f3
123931446,21113,multisig Gavin Wood/Ethereum/Parity,{},0xf6ed6e73a8109ef79baec6389654233455f510cf,0x36600080376020600036600034734efc6389b88569a375668b7b3bd4a9b6c8f4a94261235a5a03f260206000f3
123946793,21113,multisig Gavin Wood/Ethereum/Parity,{},0x2c785fa15498fe27f1fc5f809bcd9c10c9481752,0x3660008037602060003660003473b2d7f8fda0c194f8ebcbcba97e17e2241d9c674361235a5a03f260206000f3
140800130,21870,multisig WalletSimple/BitGo,{},0x396d973aba3bd8bf176ea5e8ee5773dbab58962d,0x366000803760206000366000733fcc636dedf7df6357b552076df837667c62e6ae60325a03f41560015760206000f3
207476420,21870,multisig WalletSimple/BitGo,{},0xc1231bf625e61368b14d64e74069b079f1a8cb6b,0x36600080376020600036600073f2d2361293ecd37d62cd1336518179f624d868f660325a03f41560015760206000f3
219224020,21870,multisig WalletSimple/BitGo,{},0xae546b4600d20a649ddc3dc7e90cae0408ea59d0,0x366000803760206000366000739957e95eb9b421483c608c8291e34524d344201e60325a03f41560015760206000f3
2070817,21870,multisig Gavin Wood/Ethereum/Parity,{},0x6750f40b90a08f833279d16adeb6feb7136b4fca,0x366000803760206000366000736ab9dd83108698b9ca8d03af3c7eb91c0e54c3fc60325a03f41560015760206000f3
134649659,21870,,{},0x31194752875eca95af1adfdb9c766999024826e5,0x36600080376020600036600073ef67af99564d229893145c73e1ce00c0462a612460325a03f41560015760206000f3
134706507,21870,,{},0x5a555033e409f437d91c593aa38612ceed32d33b,0x36600080376020600036600073f2d032b5db994977f81c90f04a10d10bb71d970360325a03f41560015760206000f3
